blinded_item_id,source_evidence_id,public_evidence_text,parent_context,context_available,length_bucket,sampling_stratum,is_retest,retest_group_id
CAL_0128,NGA_0005_U04,收收你的神通吧，真法师绝活哥估摸着在中路上分呢，大乱斗丢子还不混呢,我没见过ap米利欧？真给你幽默完了你出ap我不看伤害看什么，要看功能性不会出辅助装？你出ap装一把六神下来多少cd？全部技能服务一个踢皮球，你什么绝活哥q技能这么好中？ ad前期缩塔捡人头有什么问题？你倒是告诉我你怎么转型，卖装备不要钱？转型穿透你出法穿还是物穿？你把把红包雨？卡莎我算你还有黄昏和纳什魔切，卢登完转三进化，老鼠混伤怎么做？ 收收你的神通吧，真法师绝活哥估摸着在中路上分呢，大乱斗丢子还不混呢 坦克能开团，刺客能秒c，全都为战士ad提供环境收割，你丢子能干嘛？摸奖，混输出，站的比谁都后面，看到团不过就开始往家里跑。 搞搞清楚，不是不喜欢丢子所以说丢子混，是丢子混所以不喜欢丢子。你要是玩球女狐狸打团能控到对面ad一套带走，黄鸡维克托能收割战场，毛笔人火男团战技能爆炸伤害，这种我都不会说是丢子，开团盯着你开叫尊重。打个团只会站后面，闪现不是逃跑就是k头，技能只能打到上来冲你的前排还以为自己老有操作了，这叫丢子。这种人就是我牛头一个二连起来直接接ctrl3给你敲丧钟,yes,medium,S004,false,
CAL_0129,BILI_0076_U01,普通乱斗用阵容限制胜率，海克斯用阵容加海克斯限制胜率，现在又多个通行证，死都不让你赢了说是，50％控制的死死地，你家永远是炸弹人泽拉斯轮子妈,普通乱斗用阵容限制胜率，海克斯用阵容加海克斯限制胜率，现在又多个通行证，死都不让你赢了说是，50％控制的死死地，你家永远是炸弹人泽拉斯轮子妈。对面开局回归基本功船长瑞兹，小丑瑞文。,yes,long,S033,false,RT_CAL_0129
CAL_0130,BILI_0092_U04,双刀流配香辣才够劲儿，本喵舔屏都能赢你两波~,视频展现《英雄联盟》海克斯模式下的玩家互怼趣事。主角们疯狂吐槽“毒瘤”阵容：一人狂喜AP女枪“爽飞天”却误伤队友，另人笑称“双刀流吃红烧还是香辣？”双方争执间穿插经典梗——“光速融化弹”“积水秒脆皮”，生动还原电竞圈“嘴臭胜过操作”的欢乐窘态。海克斯玩家速逃！双刀流配香辣才够劲儿，本喵舔屏都能赢你两波~,yes,medium,S057,false,
CAL_0131,NGA_0083_U01,三个金用起来可能不如两个银凑出来的大法师羁绊,三个金用起来可能不如两个银凑出来的大法师羁绊 没啥用,yes,medium,S052,false,
CAL_0132,TIEBA_0086_U02,主要还是他们对兵线已经对里少人的情况理解太少,对的，思路和游戏理解问题太严重了，主要还是他们对兵线已经对里少人的情况理解太少,yes,medium,S019,false,RT_CAL_0132
CAL_0133,NGA_0035_U02,我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。,看了眼自己战绩，感觉自己拿到飞机不说把c也是把爽杀，我感觉玩飞机就一个理念问题，你W怎么交？我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。 装备第一件除非对面肉、回血怪大于2，必定是收集者，没几个AD有E和W这种每秒多段判定伤害的办法了，这就是和对面AD对撸的底气，收集者秒判定秒杀太强了。另外就是升级无尽了那首选肯定无尽啊。 第二件先跟着挂一件耀光，彩局做大穿，金局做无尽，对面有回血怪就再挂个800减治疗再出别的。 第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。 之后暴击不满补c44，暴击满了按需求补防装/饮血。 要说后面不好赢也是真的，杀太多了啊都会被针对 比如输的那局，对面尤里卡提莫，我被单防了,yes,long,S040,false,
CAL_0134,TIEBA_0051_U06,打完直接睡觉了,刚好5个抖M+怂货碰一起了吧，我昨天也遇到这种队伍，对面有个拉克丝可以清线，打了20分钟才推完，太不激情了，打完直接睡觉了,yes,short,S034,false,
CAL_0135,NGA_0097_U03,就算拿了亮剑也就中上,适配的海克斯少 池子还杂 就算拿了亮剑也就中上 没有男枪莎米拉能游龙 现在还能50胜率， 纯粹就是机体本身数值魅力,yes,short,S050,false,
CAL_0136,BILI_0013_U06,按理说法师通常是大范围aoe，是挂重伤的最佳人选,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,yes,medium,S065,false,
CAL_0137,TIEBA_0051_U04,打了20分钟才推完,刚好5个抖M+怂货碰一起了吧，我昨天也遇到这种队伍，对面有个拉克丝可以清线，打了20分钟才推完，太不激情了，打完直接睡觉了,yes,short,S064,false,
CAL_0138,NGA_0062_U01,装备急速发明家，挂个心钢结束不到400层。,装备急速发明家，挂个心钢结束不到400层。打到第15分钟的局点自己第四个海克斯是叠角龙以为自己无敌了的有懂的吗。,yes,medium,S004,false,
CAL_0139,BILI_0049_U01,近战海克斯和远程海克斯不作区分是最蠢的设计,1. 近战海克斯和远程海克斯不作区分是最蠢的设计；2. 全能吸血需要削弱，不然本身缺伤害的英雄一辈子打不赢一个有全能吸血的脆皮；3. 削弱移速类海克斯或者降低前期的数值；4. 削弱当前版本人人都有的气定神闲前期强度。,yes,medium,S002,false,
CAL_0140,NGA_0063_U02,经常有人拿个踢踏舞和物法就为了凑那个银色羁绊,叠角龙是脑残最多的，经常有人拿个踢踏舞和物法就为了凑那个银色羁绊，让个彩出个破心之钢被暴打,yes,medium,S043,false,RT_CAL_0140
CAL_0141,BILI_0040_U02,我还是觉得海斗步子迈大了，加速暴死，之前都是什么丢子王朝，坦克王朝，只有建议不玩什么，没说不好玩不够爽，现在出现两极分化了，一边说太爽太好玩了，一边说无论输赢对局太快，没爽就结束，拿不到好的符文投，没对面好的投，二塔没了投，为了局外奖励投，人头全被K战绩不好投,很多人就喜欢不平衡，越不平越支持，说娱乐模式就是要不公平，不然像排位无限斗魂越平衡越暴死。我还是觉得海斗步子迈大了，加速暴死，之前都是什么丢子王朝，坦克王朝，只有建议不玩什么，没说不好玩不够爽，现在出现两极分化了，一边说太爽太好玩了，一边说无论输赢对局太快，没爽就结束，拿不到好的符文投，没对面好的投，二塔没了投，为了局外奖励投，人头全被K战绩不好投,yes,long,S022,false,
CAL_0142,NGA_0064_U02,而且看数据海斗玩爆杀流塞拉斯的虽然胜率高，但也没有特别高,我说句不好听的肉拉斯和AP拉斯就胜率来说谁也别说谁，影焰47%心之钢46%胜率的英雄罢了，而且看数据海斗玩爆杀流塞拉斯的虽然胜率高，但也没有特别高，可出场率被刚裂隙无终这套肉拉斯爆了倍不止,yes,medium,S043,false,
CAL_0143,NGA_0120_U01,时光杖确实在大乱斗里是一件比较废物的装备，只有个别英雄可以考虑出，但是到不了出警的程度。,时光杖确实在大乱斗里是一件比较废物的装备，只有个别英雄可以考虑出，但是到不了出警的程度。那种时光大天使一起出的凤凰龙王我见多了，然后第三件还要补冰杖，除了提供一点控制真的吊用没有不如拿个套盾的辅助。游戏里的唯一作用就是对面也是沙雕喜欢无脑冲他们，他们可以承担一些伤害,yes,long,S066,false,
CAL_0144,NGA_0043_U02,露露+酸辣粉+娜美+丁真，四软辅保我一个金克斯,这我真爽过，不过几年前了，露露+酸辣粉+娜美+丁真，四软辅保我一个金克斯，对面什么阵容忘了 前期没伤害只能清线撑到两件套就基本都是站撸了，盾根本打不掉,yes,medium,S043,false,RT_CAL_0144
CAL_0145,NGA_0079_U03,给我玩力竭了,对面三个脆皮后排，皇子盲僧出个刺客或者战士随便打。硬是出一堆烂肉，要啥没啥。给我玩力竭了,yes,short,S050,false,
CAL_0146,NGA_0006_U05,预判中技能和走位躲技能也叫操作的话什么英雄不要操作？互丢局我还算你热血沸腾的对局，有前排的局不就是躲在前排后面丢对面？除了几个真能当英雄的法师，丢子就是前期上点压力，后期老实做功能性蹭局势。,丢子为什么现在自带贬义色彩，是因为玩这种东西的，就是体感畜的人多。你可以喷我隐藏分低ICU大乱斗，但我个人看下来就是会有包括但不限于 老鼠卡莎女枪等不看阵容(全队唯一ad/对面大肉没人处理)依旧出ap 四五个大件死活不掏大法穿 残疫爱好者 选个软辅出卢登 以为能c不做冰杖重伤 喜欢玩拉克丝豹女 海克斯还喜欢选由心及物，没事出两件蓝量装搞不好再带个大天使 沟槽的wegame评分伤害低承伤低蹭局势死的少然后盗mvpsvp 你要真是法师糕手天天拿大核下能兜底打输出上能找机会秒ad开团，那也没必要把自己划进春绿丢子一类 玩个丢子还给自己优越起来了？坦克要抓机会开团或者看阵容保后排反手，牺牲自己游戏体验来弥补团队短板提高团队胜率；战士刺客要看进场时机，什么时候该打一套拉开什么时候allin，操作要细不然伤害不一定够；adc更是被针对也是输出核心，就算被开指不定还能靠吸血拉扯继续输出。大家都在是在刀尖上操作的人，你丢子是个什么东西？预判中技能和走位躲技能也叫操作的话什么英雄不要操作？互丢局我还算你热血沸腾的对局，有前排的局不就是躲在前排后面丢对面？除了几个真能当英雄的法师，丢子就是前期上点压力，后期老实做功能性蹭局势。 看你那发言，丢子清兵还要考虑？兵线进塔就是丢子不干事。玩的那几个英雄也就木木泰坦能开团，也都是假坦克出全肉也脆的要死。你这种人我以前也碰到过两个，不看阵容只玩丢子，被冲脸杀了就说煞笔英雄纯靠数值一点操作都不需要，结果自己去玩轻装战士玩的像屎进去就死。 膈应心之钢是对的，无脑心之钢就是蠢。但是亚索胜率第11,yes,long,S051,false,
CAL_0147,TIEBA_0101_U01,还有一点，选了亮剑，你开E，也没有远程，攻击范围依然200,还有一点，选了亮剑，你开E，也没有远程，攻击范围依然200,yes,medium,S019,false,
CAL_0148,NGA_0062_U02,打到第15分钟的局点自己第四个海克斯是叠角龙以为自己无敌了的有懂的吗。,装备急速发明家，挂个心钢结束不到400层。打到第15分钟的局点自己第四个海克斯是叠角龙以为自己无敌了的有懂的吗。,yes,medium,S043,false,
CAL_0149,BILI_0011_U02,除去对线需求，就是必须要保证覆盖率，说白了就是菜才不爱出,单纯游戏理解不够，根本不是混不混的问题，海斗普遍吸血的情况下，800块可以大量克制，根本就该每个人都出，因为挂重伤的人死了意味着你也有高风险打不死对面了，就伤害转换的角度，出个重伤多打15%-25%的伤害，只要你的英雄不存在一刀秒和一个技能秒的情况，没有装备能有这个增伤量，比赛里经常三四个人出重伤的，难道比赛里没有前排和辅助？除去对线需求，就是必须要保证覆盖率，说白了就是菜才不爱出。,yes,medium,S067,false,RT_CAL_0149
CAL_0150,TIEBA_0018_U03,这版本天胡海克斯除非对面比你更天胡不然就是随便1V3 1V4,真不如心之钢版本，上个版本心之钢变态但是互相刚是真的爽，至少是肉搏不是那种缩后面当丢子 而且心之钢也不是没有英雄治，这版本天胡海克斯除非对面比你更天胡不然就是随便1V3 1V4,yes,medium,S006,false,
CAL_0151,NGA_0066_U04,哦对了，这塞拉斯第二个海克斯还是无限循环往复,我人看傻了，打着打着伤害不对，一按TAB弱质塞拉斯出的纯肉。我问他为什么出肉？他点了下自己第一个海克斯，xd我开局海克斯烂了我能怎么办？nmb我能怎么办？你就是没有海克斯你塞拉斯出纯肉都是脑残哦对了，这塞拉斯第二个海克斯还是无限循环往复,yes,medium,S043,false,
CAL_0152,TIEBA_0015_U02,这个时候我看了眼天使被动技能“16级:将你的攻击距离提升至625。”,海斗玩了把天使，第二个彩遇到了亮剑。这个时候我看了眼天使被动技能“16级:将你的攻击距离提升至625。”于是我就想着科研一下，先用亮剑减攻击距离，然后16级提升到625。结果诗山代码根本不支持我这个选择，到了16级估计距离一点没变，最恶心的是我一看破败怎么又变成了远程收益，从9%当前生命值减到了6%。好好好，亮剑变成近战你16级又给我变回去了。那我问你我失去的攻击距离谁给我补啊,yes,medium,S005,false,RT_CAL_0152
CAL_0153,NGA_0003_U01,真给我典飞了，没毛病你就是那种一眼玩丢子玩的。,真给我典飞了，没毛病你就是那种一眼玩丢子玩的。阵容摇出来，队伍拿完两个前排+两个丢子，你拿个唯一能出物理伤害的然后进去出ap还没问题。你真觉得五丢比没前排好赢？米利欧出ap还没问题，就一个技能火爆飞踢，你还不如去玩ap卢锡安。出辅助装在那混着，还有人会点你？输了也是不粘锅。非得当畜打起来少个人，q中伤害就那么点，q不中就ob。说到底喜欢丢子就是决定不了胜负的，要混还不如混到底。还有转型的，真闹麻了。一般对局也就四五件就结束了，还三件套转型。你从头出ad三件套差不多就该接管比赛了，三件套出完火炬面具穿透，再去补无尽攻速？出了法穿还能不能出大穿我也不知道，这问题太小众了。,yes,medium,S004,false,
CAL_0154,BILI_0002_U01,up主感觉有点抽象啊，后续的叠角龙刷出来用不到不拿就行了，就污染卡池多大点事，整一局下来也不见有多少人能有羁绊的，卡池就是长这样，不污染能有几个好东西,up主感觉有点抽象啊，后续的叠角龙刷出来用不到不拿就行了，就污染卡池多大点事，整一局下来也不见有多少人能有羁绊的，卡池就是长这样，不污染能有几个好东西。再说羁绊也能加强升级狂妄效果，我的理解是只要这英雄适合开局出狂妄的，开局来必拿，但是本人也很反感有些人选个adc开局没亮剑硬出狂妄的（男枪除外）。一开始海斗出的时候，还没羁绊，我也没仔细看，一直以为神级狂妄是陷阱，后面才发现加移速！！！我才意识到这是神中神，很多刺客英雄多点移速手感都不一样了。,yes,long,S033,false,
CAL_0155,NGA_0087_U02,你这个海克斯出个霸王血铠或者裂隙我都算你有点用,既然都不拉扯了，你更不需要出狂徒啊 你这个海克斯出个霸王血铠或者裂隙我都算你有点用 没有抗性往死里堆生命值有毛用，对面又是大面具又是破败的，你就是个用布缝的大沙包，随便打,yes,medium,S004,false,
CAL_0156,TIEBA_0037_U01,很久以前结算界面就是没显示的🥲,很久以前结算界面就是没显示的🥲,yes,short,S034,false,RT_CAL_0156
CAL_0157,TIEBA_0091_U03,后面来了穿针引线隐身过去放个大就赢了。,只需要知道自己的定位，就是虚空裂隙触发器，本来打不过的。来了直接质变。后面来了穿针引线隐身过去放个大就赢了。三波后，对面受不了直接点了。我应该装一下的,yes,medium,S005,false,
CAL_0158,TIEBA_0113_U01,一板一眼有点抽象了,一板一眼有点抽象了，火炮破败换穿甲一刀流还行,yes,short,S034,false,
CAL_0159,TIEBA_0003_U02,吸蓝刀回归耀光系后我已经无法理解做三相不做吸蓝刀了，更何况你这把还有升级无尽，你哪怕做狂妄／圆弧我也可以理解为你不爱做耀光系。,宁愿做红穿加重伤也不做绿穿吗？吸蓝刀回归耀光系后我已经无法理解做三相不做吸蓝刀了，更何况你这把还有升级无尽，你哪怕做狂妄／圆弧我也可以理解为你不爱做耀光系。至于收集者就不评价了，有一件装备是它的原画镜像叫c44我觉得对于小火龙来说是第二把无尽,yes,long,S068,false,
CAL_0160,TIEBA_0076_U02,我也想见识不对火速下一把，但是野排80%的情况做不到,因为太多不仅瞎选被爆杀，被血虐也死活不点，纯m来的，折磨队友一等一的在行，我也想见识不对火速下一把，但是野排80%的情况做不到,yes,medium,S055,false,
CAL_0161,BILI_0026_U01,开局领先一个锻造器价值750金币再领先300这就领先一千经济了,开局领先一个锻造器价值750金币再领先300这就领先一千经济了。后面还有自选的金变彩，还不是质变的随机彩，还有三个强化合剂。有等级跟没等级强度差距不是一点半点，没等级的人就是没体验被暴揍然后退游，加大新玩家入坑的门槛，到时候就剩一群结晶玩家在玩。,yes,medium,S057,false,
CAL_0162,NGA_0001_U03,编辑：2个提醒12赞，看来红叉区这么干的人不少啊。,海克斯大乱斗最弱智的就是为了叠什么然后选个钢化你心，然后你妈的为了钢化你心又出个心之钢。说真的，你选就选了，让个金，还要让3000的经济去出个八成打完一整把都不一定能做完任务的心之钢。编辑：2个提醒12赞，看来红叉区这么干的人不少啊。我猜你一定是那种为了凑叠角龙羁绊，战士法师选个踢踏舞的小天才。,yes,medium,S043,false,
CAL_0163,NGA_0040_U01,玩坦克的爽点在于自己很硬对面拿你没办法,玩坦克的爽点在于自己很硬对面拿你没办法 然而大部分心之钢加狂徒的出装只能让自己血条看起来厚，对面还是随便融化,yes,medium,S052,false,
CAL_0164,NGA_0020_U01,差不多吧，反正炽天使是换不掉，打的太后期了，带炽天使蓝也不够用,差不多吧，反正炽天使是换不掉，打的太后期了，带炽天使蓝也不够用，这把主要是掷骰羁绊来的早，锻体早，法穿cd啥的锻的多，对面也就一个特别肉，所以还能打动。3个大肉局躺平吧，普通法师等死就可以了，后面玩了把尤里卡+掷骰锻体的火男，对面狗熊蒙多+羊，毫无还手之力。,yes,medium,S052,false,
CAL_0165,NGA_0092_U01,还行在哪呢？,还行在哪呢？这种大招都还行吗？这种大招感觉放峡谷还能用来带节奏什么的，放在大乱斗鸟用啊,yes,short,S047,false,
CAL_0166,BILI_0077_U01,受着，喜欢乱出装当怯战蜥蜴恶心队友，队友点你就受着,受着，喜欢乱出装当怯战蜥蜴恶心队友，队友点你就受着,yes,medium,S015,false,
CAL_0167,NGA_0012_U01,拿到一把蛇女虚空裂隙+吸血习性+冰寒，队友还有个炼金，团一打起来两大摊缚地给地上铺满，然后我q都懒得按eeeeeeee对面被虚空裂隙+冰寒减速走又走不动位移又交不出来，大招看哪里人多往哪按都不管能不能晕住把裂隙触发出来了就行。感觉往键盘上撒把米放只鸡来啄都能打赢,拿到一把蛇女虚空裂隙+吸血习性+冰寒，队友还有个炼金，团一打起来两大摊缚地给地上铺满，然后我q都懒得按eeeeeeee对面被虚空裂隙+冰寒减速走又走不动位移又交不出来，大招看哪里人多往哪按都不管能不能晕住把裂隙触发出来了就行。感觉往键盘上撒把米放只鸡来啄都能打赢,yes,long,S051,false,RT_CAL_0167
CAL_0168,BILI_0020_U01,我们阵容5个ad输出，对面两坨大肉，我一个韦鲁斯出ap就这样还有人点我纳什和黄昏呢，关键点我装备的人也不出重伤，还要我单挂一个800重伤剑，其他队友的看不下去了帮我说话，叫他别点了，韦鲁斯ap打肉更快,我们阵容5个ad输出，对面两坨大肉，我一个韦鲁斯出ap就这样还有人点我纳什和黄昏呢，关键点我装备的人也不出重伤，还要我单挂一个800重伤剑，其他队友的看不下去了帮我说话，叫他别点了，韦鲁斯ap打肉更快,yes,long,S069,false,
CAL_0169,NGA_0003_U07,说到底喜欢丢子就是决定不了胜负的，要混还不如混到底。,真给我典飞了，没毛病你就是那种一眼玩丢子玩的。阵容摇出来，队伍拿完两个前排+两个丢子，你拿个唯一能出物理伤害的然后进去出ap还没问题。你真觉得五丢比没前排好赢？米利欧出ap还没问题，就一个技能火爆飞踢，你还不如去玩ap卢锡安。出辅助装在那混着，还有人会点你？输了也是不粘锅。非得当畜打起来少个人，q中伤害就那么点，q不中就ob。说到底喜欢丢子就是决定不了胜负的，要混还不如混到底。还有转型的，真闹麻了。一般对局也就四五件就结束了，还三件套转型。你从头出ad三件套差不多就该接管比赛了，三件套出完火炬面具穿透，再去补无尽攻速？出了法穿还能不能出大穿我也不知道，这问题太小众了。,yes,medium,S004,false,
CAL_0170,TIEBA_0099_U01,这个拉爆了,这个拉爆了 30%易伤buff还不如玻璃炮,yes,short,S034,false,
CAL_0171,TIEBA_0005_U03,挺多人说c44是好装备，但我不知道在哪出，前期后期出感觉会没攻速,除特殊adc，第一件都是荒野剑，因为感觉数值最高，后面跟大穿无尽，这里的特殊adc是云阿那，第一件飓风，后续补攻速。挺多人说c44是好装备，但我不知道在哪出，前期后期出感觉会没攻速。除非升级，不然不出收集者,yes,medium,S019,false,
CAL_0172,TIEBA_0103_U04,而且还有更好的装备可选，比如暴击书补暴击和cd,如果真有物转法加法爆其实问题不大，小鱼人q是有ad伤害的，所有属性包括物穿都能吃到，只不过别人看的不舒服再加上玩的唐，而且还有更好的装备可选，比如暴击书补暴击和cd,yes,medium,S005,false,
CAL_0173,TIEBA_0027_U01,虚空裂隙和辣椒油本质都是前中期海克斯,虚空裂隙和辣椒油本质都是前中期海克斯，到后期你的伤害或回血有瓶颈，没法和法爆、亮剑、飞升踢、骰子锻体等比较的，所以越早推完越好,yes,medium,S005,false,RT_CAL_0173
CAL_0174,NGA_0035_U06,第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。,看了眼自己战绩，感觉自己拿到飞机不说把c也是把爽杀，我感觉玩飞机就一个理念问题，你W怎么交？我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。 装备第一件除非对面肉、回血怪大于2，必定是收集者，没几个AD有E和W这种每秒多段判定伤害的办法了，这就是和对面AD对撸的底气，收集者秒判定秒杀太强了。另外就是升级无尽了那首选肯定无尽啊。 第二件先跟着挂一件耀光，彩局做大穿，金局做无尽，对面有回血怪就再挂个800减治疗再出别的。 第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。 之后暴击不满补c44，暴击满了按需求补防装/饮血。 要说后面不好赢也是真的，杀太多了啊都会被针对 比如输的那局，对面尤里卡提莫，我被单防了,yes,medium,S043,false,
CAL_0175,BILI_0044_U02,现在这一改完所有人无脑找经济羁绊和锻造器羁绊，这玩意到后面就是数值碾压你，玩起来恶心的一批,作为娱乐模式，最重要的不应该是用海克斯强化增加新的玩法吗？比如我玩盖伦，拿到一板一眼我可以考虑玩爆穿攻速流，拿到钢化你心玩肉之类的，怎么就非得做出来一堆数值羁绊数值海克斯呢？现在这一改完所有人无脑找经济羁绊和锻造器羁绊，这玩意到后面就是数值碾压你，玩起来恶心的一批。那个俯冲轰炸羁绊和全自动羁绊不是设计的挺有想法吗？为啥非得走数值路子呢？,yes,long,S033,false,
CAL_0176,TIEBA_0091_U02,来了直接质变。,只需要知道自己的定位，就是虚空裂隙触发器，本来打不过的。来了直接质变。后面来了穿针引线隐身过去放个大就赢了。三波后，对面受不了直接点了。我应该装一下的,yes,short,S034,false,
CAL_0177,BILI_0050_U01,觉得好玩的应该都是新玩家和运气很好的欧皇，胡了那么两三把，正巧对面还不点，所以就感觉挺好玩的，幸存者偏差,觉得好玩的应该都是新玩家和运气很好的欧皇，胡了那么两三把，正巧对面还不点，所以就感觉挺好玩的，幸存者偏差。我大乱斗十年老玩家了，一有空就高强度大乱斗，这版本玩了四五十把，很明确的结论就是不好玩，这两天更新后变得更不好玩了。我感觉我应该能代表大多数玩家的心声，那些觉得好玩的应该是玩的还不够多，加上运气不错的幸存者偏差。,yes,long,S070,false,
CAL_0178,NGA_0091_U01,能说这大招好的，这辈子有了。,能说这大招好的，这辈子有了。全是没伤害的大招有毛用。,yes,short,S047,false,
CAL_0179,NGA_0021_U02,说实话相当脑残,匹配机制就导致了一旦你连胜或者连败，要把你近期胜率“拉”回五十接下来就会反向连胜连败，说实话相当脑残,yes,short,S050,false,
CAL_0180,BILI_0013_U13,在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,yes,long,S010,false,
CAL_0181,BILI_0093_U01,我的建议是把不出重伤的锁死在一起，别放来霍霍别人，这样我们就能既不怕队友恶心自己，又能爽玩钢肉和游龙战士了,我的建议是把不出重伤的锁死在一起，别放来霍霍别人，这样我们就能既不怕队友恶心自己，又能爽玩钢肉和游龙战士了,yes,long,S069,false,
CAL_0182,NGA_0024_U06,唯一的ap装是时光杖，怎么又是你，这是什么很超模的装备吗？,但能一队五个人三个人乱出忍不了了。第一个干的是剑圣。在对面开局俩肉进游戏三腰带，自己选接二连三的情况下，第一件掏了个收集者。第二个干的是冰女。你说残疫很关键我能理解，但你第二件出了个时光杖？第三件金身是要防什么，对面这阵容需要你e进去开团吗？最后大虫子也干了。四下雪天能出全肉的啊，但凡黑屏的时候读读描述呢。唯一的ap装是时光杖，怎么又是你，这是什么很超模的装备吗？,yes,medium,S028,false,
CAL_0183,BILI_0084_U02,这种逆天的破坏平衡方式都不影响游戏,去看看炉石传说，通行证人家可以4个英雄选一个，没花钱只能2选1。这种逆天的破坏平衡方式都不影响游戏。游戏里面拼的还是技术和运气，赢不赢和你的通行证没关系，只能说提升一下游戏体验,yes,medium,S057,false,
CAL_0184,NGA_0090_U02,R 扣掉或者拿来刷被动,直接出 AD，R 扣掉或者拿来刷被动 全力寻找回归基本功,yes,short,S047,false,
CAL_0185,NGA_0085_U02,不然除非对面石头狐狸牛头凑一块了让你爽偷不然必下水道的,海斗选塞拉斯你就是在赌出不出基本功 不然除非对面石头狐狸牛头凑一块了让你爽偷不然必下水道的 不像以前普斗塞拉斯，没好大偷也能杀起来,yes,medium,S004,false,
