proposal_id,queue_id,sample_id,candidate_unit_index,candidate_unit_text,include_as_evidence,surface_topic_proposed,mechanism_label_proposed,evidence_phrase_proposed,proposal_confidence,needs_human_review,proposal_reason,proposer_type,proposal_status
AP_0168,BQ_0168,BILI_0057,1,坦克海克斯全是些没用的东西，除了血量就是回血,yes,balance,competence_frustration,西，除了血量就是回血,medium,true,命中机制关键信号「回血」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0169,BQ_0169,BILI_0057,2,连个双抗海克斯都没有,uncertain,balance,competence_frustration,连个双抗海克斯都没有,low,true,命中「抗」但文本较短，存疑,rule_based_baseline,rule_based_proposed_unreviewed
AP_0170,BQ_0170,BILI_0057,3,减伤也只有一个星界,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0171,BQ_0171,BILI_0057,4,增伤海克斯30%都是烂大街的,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0172,BQ_0172,BILI_0058,1,又在这种论调，这里面坦克的好东西已经不少了，你觉得玩的难受无非就是队友只有你一个前排，想轻松1抗5这哪有那么容易，输出位胡了也很难1打5因为容易被秒，基本两个前排互抗拆火，就已经很恶心了,yes,matchmaking,competence_frustration,个前排，想轻松1抗5这哪有那么容易,medium,true,命中机制关键信号「抗」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0173,BQ_0173,BILI_0058,2,蒙多这种肉的池子干净的呀，把把都是专武局,uncertain,,uncertain,蒙多这种肉的池子干净的呀，把把都是专武局,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0174,BQ_0174,BILI_0059,1,设计师最破防的一集，疯狂加强海斗坦克，整体胜率却越来越低,yes,communication_transparency,trust_communication_gap,设计师最破防的一集，疯,medium,true,命中机制关键信号「设计师」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0175,BQ_0175,BILI_0060,1,没真金白银十年很难说出这种理解来,uncertain,,uncertain,没真金白银十年很难说出这种理解来,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0176,BQ_0176,BILI_0060,2,数据不会骗人，并且你的理论有很多错误，叠角龙就算不拿又怎么样，这个海克斯单挂就很厉害了，加上你所说的一系列所谓缺点，胜率还是达到了56，不要再误导大众,uncertain,balance,uncertain,数据不会骗人，并且你的理论有很多错误，叠,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0177,BQ_0177,BILI_0060,3,胜率做到比我高了再来做视频,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0178,BQ_0178,BILI_0061,1,别刻板印象ap女枪弱了，现在拖女枪胜率后腿的是ad女枪，大数据都明明白白告诉你出ap好赢,uncertain,,uncertain,别刻板印象ap女枪弱了，现在拖女枪胜率后,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0179,BQ_0179,BILI_0062,1,AP女枪还是可以玩玩，队友没AP选出来玩没问题，就是打肉确实难，要海克斯很糊,uncertain,matchmaking,uncertain,AP女枪还是可以玩玩，队友没AP选出来玩,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0180,BQ_0180,BILI_0063,1,成流量俘虏了，视频只有引战带节奏，娱乐性都没了，看的人头大,uncertain,,uncertain,成流量俘虏了，视频只有引战带节奏，娱乐性,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0181,BQ_0181,BILI_0064,1,升级狂妄就是所有战士刺客保三争二一的海克斯,uncertain,progression,uncertain,升级狂妄就是所有战士刺客保三争二一的海克,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0182,BQ_0182,BILI_0065,1,坦克之前还能靠自身数值玩一玩，现在丢子各个跑得飞快，还一堆打百分比的，现在玩坦克有点静水监狱那味了,uncertain,balance,uncertain,坦克之前还能靠自身数值玩一玩，现在丢子各,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0183,BQ_0183,BILI_0066,1,现在池子乱成这样你就玩吧 把把奥恩开局给我来升级无尽 纯恶心人 本来坦克就弱 debuff就多 还刷不到牌 纯恶心人,yes,progression,fairness_threat,我来升级无尽 纯恶心人 本来坦克就弱 ,medium,true,命中机制关键信号「恶心人」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0184,BQ_0184,BILI_0067,1,为什么说升级狂妄是陷阱,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0185,BQ_0185,BILI_0068,1,死标题党，我还以为干嘛了，你是害怕没控制的选了会多出几个叠角龙的羁绊污染你海克斯池，我还以为干嘛不能选[疑惑],uncertain,balance,uncertain,死标题党，我还以为干嘛了，你是害怕没控制,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0186,BQ_0186,BILI_0069,1,自己放个神人虚空裂隙和属性叠属性出来，问坦克为什么玩不爽，坦克扛不住虚空裂隙，开团死了又捡不到锻造器，巫妖王玩法全在鼓励当丢子，你说为什么丢子多,uncertain,event_design,uncertain,自己放个神人虚空裂隙和属性叠属性出来，问,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0187,BQ_0187,BILI_0070,1,个人经历，单排是真的牢中牢，英雄牢、海克斯牢、队友牢，连败不停,uncertain,matchmaking,uncertain,个人经历，单排是真的牢中牢，英雄牢、海克,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0188,BQ_0188,BILI_0070,2,组队的话队友都是自己熟悉的能互相兜底，海克斯也非常胡,uncertain,matchmaking,uncertain,组队的话队友都是自己熟悉的能互相兜底，海,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0189,BQ_0189,BILI_0071,1,千万不要单排海克斯,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0190,BQ_0190,BILI_0071,2,如果你还在单排海克斯可以看评论区置顶小群一起玩,uncertain,matchmaking,uncertain,如果你还在单排海克斯可以看评论区置顶小群,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0191,BQ_0191,BILI_0071,3,千万不要单排大乱斗,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0192,BQ_0192,BILI_0071,4,可怜主播的朋友们可以关注三连一下哦~,uncertain,,uncertain,可怜主播的朋友们可以关注三连一下哦~,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0193,BQ_0193,BILI_0072,1,其实没必要在意那些羁绊，毕竟提升都不太大，尽量选这适配英雄的海克斯，骰子羁绊除外,uncertain,balance,uncertain,其实没必要在意那些羁绊，毕竟提升都不太大,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0194,BQ_0194,BILI_0073,1,小火龙，塞纳，提莫，猫咪，炸弹人，今天遇到一把ap巨魔扔柱子加猫咪的，一点不想打,uncertain,,uncertain,小火龙，塞纳，提莫，猫咪，炸弹人，今天遇,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0195,BQ_0195,BILI_0073,2,想投降也不投，他们四个人开黑的,uncertain,,uncertain,想投降也不投，他们四个人开黑的,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0196,BQ_0196,BILI_0074,1,这把看阵容都想秒了，幸亏几个后排队友虽然英雄垃圾但是开团秒跟,yes,matchmaking,competence_frustration,后排队友虽然英雄垃圾但是开团秒跟,medium,true,命中机制关键信号「垃圾」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0197,BQ_0197,BILI_0075,1,看到池子里有提莫豹女巴德这种我都是秒选的，卡到最后一秒再选别的，我宁愿抢不到我想玩的英雄我也不冒队友玩这些死冯英雄的风险,uncertain,matchmaking,uncertain,看到池子里有提莫豹女巴德这种我都是秒选的,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0198,BQ_0198,BILI_0076,1,普通乱斗用阵容限制胜率，海克斯用阵容加海克斯限制胜率，现在又多个通行证，死都不让你赢了说是，50％控制的死死地，你家永远是炸弹人泽拉斯轮子妈,uncertain,balance,uncertain,普通乱斗用阵容限制胜率，海克斯用阵容加海,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0199,BQ_0199,BILI_0076,2,对面开局回归基本功船长瑞兹，小丑瑞文,uncertain,,uncertain,对面开局回归基本功船长瑞兹，小丑瑞文,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0200,BQ_0200,BILI_0077,1,受着，喜欢乱出装当怯战蜥蜴恶心队友，队友点你就受着,uncertain,matchmaking,uncertain,受着，喜欢乱出装当怯战蜥蜴恶心队友，队友,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0201,BQ_0201,BILI_0078,1,出装还是小事，最离谱的有些人左右脑胡博，玩ap卡莎，海克斯拿双刀流,uncertain,balance,uncertain,出装还是小事，最离谱的有些人左右脑胡博，,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0202,BQ_0202,BILI_0078,2,拿个量子计算不敢雪球突脸，拿了坦克引擎又拿自爆海克斯,uncertain,balance,uncertain,拿个量子计算不敢雪球突脸，拿了坦克引擎又,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0203,BQ_0203,BILI_0078,3,只能说还是太有理解了[笑哭],no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0204,BQ_0204,BILI_0079,1,海克斯大乱斗的火爆是否说明人人超模的加法机制才是正道，抗吧热议,yes,event_design,competence_frustration,火爆是否说明人人超模的加法机制才是正,medium,true,命中机制关键信号「超模」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0205,BQ_0205,BILI_0080,1,即时游戏，就要有随机性,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0206,BQ_0206,BILI_0080,2,我操作差，反应慢，就一定赢不了，那我还玩个毛，玩游戏去了,uncertain,,uncertain,我操作差，反应慢，就一定赢不了，那我还玩,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0207,BQ_0207,BILI_0080,3,你强，总有比你更强，卷到最后曲高和寡,uncertain,,uncertain,你强，总有比你更强，卷到最后曲高和寡,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0208,BQ_0208,BILI_0081,1,核心是类似肉鸽的玩法，每局都能有不同的可能性,uncertain,event_design,uncertain,核心是类似肉鸽的玩法，每局都能有不同的可,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0209,BQ_0209,BILI_0082,1,还可以整点活儿，比如“兑子”用自己两个海克斯封印对面某人的一个海克斯，趣味性肯定拉满,uncertain,balance,uncertain,还可以整点活儿，比如“兑子”用自己两个海,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0210,BQ_0210,BILI_0083,1,酸辣粉还低等吗,no,,,,low,true,过短且无明确机制指向，视为语气/连接片段,rule_based_baseline,rule_based_proposed_unreviewed
AP_0211,BQ_0211,BILI_0083,2,出个冰杖，三个小技能拉克丝有什么区别，一个直线控制的，一个圆型打伤害的，一个给队友套盾的，已经是软辅里面最像法师的了,uncertain,matchmaking,uncertain,出个冰杖，三个小技能拉克丝有什么区别，一,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0212,BQ_0212,BILI_0084,1,去看看炉石传说，通行证人家可以4个英雄选一个，没花钱只能2选1,uncertain,balance,uncertain,去看看炉石传说，通行证人家可以4个英雄选,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0213,BQ_0213,BILI_0084,2,这种逆天的破坏平衡方式都不影响游戏,uncertain,,uncertain,这种逆天的破坏平衡方式都不影响游戏,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0214,BQ_0214,BILI_0084,3,游戏里面拼的还是技术和运气，赢不赢和你的通行证没关系，只能说提升一下游戏体验,uncertain,,uncertain,游戏里面拼的还是技术和运气，赢不赢和你的,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0215,BQ_0215,BILI_0085,1,我那把队友的男枪，第一个海克斯一板一眼，直接出了狂妄收集者大穿，后面也没拿到亮剑，神装一点攻速没有，最后还问了一句一板一眼是不是削了，这能崩住的真是人物,uncertain,matchmaking,uncertain,我那把队友的男枪，第一个海克斯一板一眼，,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0216,BQ_0216,BILI_0086,1,海斗一共就三个组成部分，英雄海克斯装备，你海克斯拿对了瞎出装备，根本发挥不出海克斯的优点，然后被对面抽陀螺，队友善意提醒你你还不乐意，那我只能说这种抖m还是去应聘一下人形沙袋吧，那个劲大会更爽,uncertain,matchmaking,uncertain,海斗一共就三个组成部分，英雄海克斯装备，,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0217,BQ_0217,BILI_0087,1,就怕出装警察自己不会玩还瞎点，真的没空给他打字解释,uncertain,,uncertain,就怕出装警察自己不会玩还瞎点，真的没空给,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0218,BQ_0218,BILI_0088,1,我想赢，队友瞎出装，我还被喷出装警察,yes,matchmaking,norm_safety_risk,友瞎出装，我还被喷出装警察,medium,true,命中机制关键信号「喷」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0219,BQ_0219,BILI_0088,2,我不想赢，我瞎出装，队友又点我装备,uncertain,matchmaking,uncertain,我不想赢，我瞎出装，队友又点我装备,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0220,BQ_0220,BILI_0089,1,贴吧热议都玩海克斯大乱斗了还惦记胜率干什么,uncertain,event_design,uncertain,贴吧热议都玩海克斯大乱斗了还惦记胜率干什,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0221,BQ_0221,BILI_0090,1,狂妄并非只有刺客能出，亚恒剑魔这种，控虽然不如个别一身控制的坦克多后续补个扇巴掌真的猛的要命,uncertain,balance,uncertain,狂妄并非只有刺客能出，亚恒剑魔这种，控虽,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0222,BQ_0222,BILI_0090,2,还是那句话，如果有吸血习性，裁决使，质变棱彩这种何必选升级狂妄,yes,progression,competence_frustration,是那句话，如果有吸血习性，裁决使，质,medium,true,命中机制关键信号「吸血」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0223,BQ_0223,BILI_0091,1,不是升级狂妄恶心，是羁绊恶心，这个版本整个就恶心,uncertain,progression,uncertain,不是升级狂妄恶心，是羁绊恶心，这个版本整,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0224,BQ_0224,BILI_0092,1,视频展现《英雄联盟》海克斯模式下的玩家互怼趣事,uncertain,event_design,uncertain,视频展现《英雄联盟》海克斯模式下的玩家互,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0225,BQ_0225,BILI_0092,2,主角们疯狂吐槽“毒瘤”阵容：一人狂喜AP女枪“爽飞天”却误伤队友，另人笑称“双刀流吃红烧还是香辣,uncertain,matchmaking,uncertain,主角们疯狂吐槽“毒瘤”阵容：一人狂喜AP,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0226,BQ_0226,BILI_0092,3,”双方争执间穿插经典梗——“光速融化弹”“积水秒脆皮”，生动还原电竞圈“嘴臭胜过操作”的欢乐窘态,yes,community_conflict,norm_safety_risk,生动还原电竞圈“嘴臭胜过操作”的欢乐,medium,true,命中机制关键信号「嘴臭」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0227,BQ_0227,BILI_0092,4,海克斯玩家速逃,no,,,,low,true,过短且无明确机制指向，视为语气/连接片段,rule_based_baseline,rule_based_proposed_unreviewed
AP_0228,BQ_0228,BILI_0092,5,双刀流配香辣才够劲儿，本喵舔屏都能赢你两波~,uncertain,,uncertain,双刀流配香辣才够劲儿，本喵舔屏都能赢你两,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0229,BQ_0229,BILI_0093,1,我的建议是把不出重伤的锁死在一起，别放来霍霍别人，这样我们就能既不怕队友恶心自己，又能爽玩钢肉和游龙战士了,yes,matchmaking,competence_frustration,我的建议是把不出重伤的锁死在一起，别,medium,true,命中机制关键信号「重伤」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0230,BQ_0230,BILI_0094,1,标题：海克斯乱斗心理学之为什么你的队友不出重伤,yes,matchmaking,competence_frustration,什么你的队友不出重伤,medium,true,命中机制关键信号「重伤」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0231,BQ_0231,BILI_0095,1,女枪我一般都是走AD的，除非开局给个超凡邪恶,uncertain,,uncertain,女枪我一般都是走AD的，除非开局给个超凡,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0232,BQ_0232,BILI_0096,1,扫码设计师怎么想出爆破手这个扫码海克斯的,yes,communication_transparency,trust_communication_gap,扫码设计师怎么想出爆破手这,medium,true,命中机制关键信号「设计师」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0233,BQ_0233,BILI_0097,1,我号单人匹配遇到的，大部分路人都会出重伤,yes,matchmaking,competence_frustration,大部分路人都会出重伤,medium,true,命中机制关键信号「重伤」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0234,BQ_0234,BILI_0097,2,比如你连胜后开始连跪的局，或者30min以上的局，就会遇到讲了一次仍然不出的人，这种就没必要打字沟通了，这局游戏接下来你该考虑是照顾自己的游戏体验，然后怎么恶心这个人，输出位一定要爆爽了，就整收集者影焰狂妄这种狠狠K,yes,balance,competence_frustration,怎么恶心这个人，输出位一定要爆爽了，,medium,true,命中机制关键信号「输出」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0235,BQ_0235,BILI_0098,1,AP女枪是对面四个以上丢子无脑选的，不用看符文，这把对面五个丢子，第一个符文不管啥都直接做AP就对了,uncertain,,uncertain,AP女枪是对面四个以上丢子无脑选的，不用,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0236,BQ_0236,BILI_0099,1,那以后出个减益模式，星界躯体-1000血，暗影疾奔用技能减速，一板一眼固定攻速不加攻击力,uncertain,event_design,uncertain,那以后出个减益模式，星界躯体-1000血,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0237,BQ_0237,BILI_0099,2,打到最后成残奥会,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0238,BQ_0238,BILI_0100,1,玩酸辣粉是对的，这个英雄往上可以出法师，往下可以出辅助，还有开团大招，很好的技能组，就是需要点命中率,uncertain,balance,uncertain,玩酸辣粉是对的，这个英雄往上可以出法师，,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0239,BQ_0239,BILI_0100,2,相较于那些什么风女,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0240,BQ_0240,BILI_0100,3,那些软辅才是用处小的可怜,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0241,BQ_0241,BILI_0100,4,这提毛还恶人先告状，如果我的队友里有个提莫小火龙，前中期会玩的非常难受，想赢只能靠后期对面装B不拆反一波，我都不知道见了多少把了，一个个爱玩个B小火龙，跟区一样在地上蠕动,uncertain,matchmaking,uncertain,这提毛还恶人先告状，如果我的队友里有个提,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0242,BQ_0242,BILI_0101,1,普通大乱斗拍进去了队友问怎么这把选不了海克斯,uncertain,matchmaking,uncertain,普通大乱斗拍进去了队友问怎么这把选不了海,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0243,BQ_0243,BILI_0102,1,前一把打的坑一点，上来就安排了个爽局 海克斯阵容都是完全碾压对面 感觉就是系统故意的,yes,balance,fairness_threat,前一把打的坑一点，上来就安排,medium,true,命中机制关键信号「坑」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0244,BQ_0244,BILI_0103,1,问题是什么，海克斯大乱斗本身他就不公平，举个例子你拿了45678顺子，碰瓷对面王炸可能吗，这不是一次性的，人家是一直出王炸，你只能出顺子，不投等着受窝囊吗,yes,event_design,fairness_threat,斯大乱斗本身他就不公平，举个例子你拿了,medium,true,命中机制关键信号「不公平」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0245,BQ_0245,BILI_0104,1,反正我海克斯的时候，只要队友点投降，哪怕我糊烂了我也点同意，从不点否,uncertain,matchmaking,uncertain,反正我海克斯的时候，只要队友点投降，哪怕,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0246,BQ_0246,BILI_0105,1,我只希望这游戏赶紧把收集者这装备删了，我现在打大乱斗评论每局能遇到两个无脑收集者的队友，跟着坐牢太恶心了,uncertain,matchmaking,uncertain,我只希望这游戏赶紧把收集者这装备删了，我,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0247,BQ_0247,BILI_0106,1,羁绊随你自己,no,,,,low,true,过短且无明确机制指向，视为语气/连接片段,rule_based_baseline,rule_based_proposed_unreviewed
AP_0248,BQ_0248,BILI_0106,2,你想凑就凑，不凑随意,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0249,BQ_0249,BILI_0106,3,海克斯通行证玩得多迟早全部解锁,uncertain,balance,uncertain,海克斯通行证玩得多迟早全部解锁,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0250,BQ_0250,BILI_0106,4,本来就是靠运气天胡 4,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0251,BQ_0251,BILI_0106,5,坦克英雄飞身踢不爽吗,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0252,BQ_0252,BILI_0106,6,现在对面有飞身踢，绝不往后拖,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0253,BQ_0253,BILI_0107,1,云顶刷到合适不合适的海克斯还能改阵容，你大乱斗6个海克斯没一个适配的，你就是玩不了，要不你就改成坦克池海克斯，射手海克斯池,uncertain,event_design,uncertain,云顶刷到合适不合适的海克斯还能改阵容，你,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0254,BQ_0254,BILI_0108,1,原因就是丢子适配的海克斯太多了,uncertain,balance,uncertain,原因就是丢子适配的海克斯太多了,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0255,BQ_0255,BILI_0108,2,坦克来来回回就那么2个,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0256,BQ_0256,BILI_0108,3,遇到丢子哪怕赢了也是玩的恶心,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0257,BQ_0257,BILI_0109,1,4 个体验变差的原因，最后一个是大部分玩家的痛,uncertain,,uncertain,4 个体验变差的原因，最后一个是大部分玩,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0258,BQ_0258,BILI_0110,1,海克斯凑羁绊之后又全是丢子了，新加的海克斯90%都是丢子比近战适配更高,uncertain,balance,uncertain,海克斯凑羁绊之后又全是丢子了，新加的海克,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0259,BQ_0259,BILI_0110,2,羁绊海克斯新幻神 时光老头，拿到魔法师羁绊，近战可以不用玩了,uncertain,balance,uncertain,羁绊海克斯新幻神 时光老头，拿到魔法师羁,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0260,BQ_0260,BILI_0111,1,海克斯大乱斗上线后为什么有很多玩家又回归普通大乱斗,uncertain,event_design,uncertain,海克斯大乱斗上线后为什么有很多玩家又回归,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0261,BQ_0261,BILI_0112,1,评论区一堆神人真给我整笑了，永远是对面领先自己，那有没有可能，你的队友和你也会领先对面呢,uncertain,matchmaking,uncertain,评论区一堆神人真给我整笑了，永远是对面领,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0262,BQ_0262,BILI_0112,2,那时候你会留300块不用吗,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0263,BQ_0263,BILI_0112,3,最好笑的是在高手手里这个影响很大，推荐你去看一个主播，以前blg左手的替补阿黑路西，现在叫小胡，去看看他韩服乱杀的视频，再看看他这几天玩海斗的视频,uncertain,,uncertain,最好笑的是在高手手里这个影响很大，推荐你,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0264,BQ_0264,BILI_0112,4,至于有多影响，只能说越dinner的人影响越大,uncertain,,uncertain,至于有多影响，只能说越dinner的人影,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0265,BQ_0265,BILI_0113,1,新版海克斯大乱斗烂完了,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0266,BQ_0266,BILI_0113,2,游戏策划锐评海斗抽象更新,uncertain,communication_transparency,trust_communication_gap,游戏策划锐评海斗抽象更新,low,true,命中「策划」但文本较短，存疑,rule_based_baseline,rule_based_proposed_unreviewed
