excluded_id,source_kind,sample_id,platform_source,unit_text,exclusion_reason,recoverable,notes
BILI_0105_U01,bili_rule_based_proposal_uncertain,BILI_0105,Bili,我只希望这游戏赶紧把收集者这装备删了，我现在打大乱斗评论每局能遇到两个无脑收集者的队友，跟着坐牢太恶心了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0247,bili_rule_based_proposal,BILI_0106,Bili,羁绊随你自己,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,过短且无明确机制指向，视为语气/连接片段
AP_0248,bili_rule_based_proposal,BILI_0106,Bili,你想凑就凑，不凑随意,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0106_U01,bili_rule_based_proposal_uncertain,BILI_0106,Bili,海克斯通行证玩得多迟早全部解锁,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0250,bili_rule_based_proposal,BILI_0106,Bili,本来就是靠运气天胡 4,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
AP_0251,bili_rule_based_proposal,BILI_0106,Bili,坦克英雄飞身踢不爽吗,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
AP_0252,bili_rule_based_proposal,BILI_0106,Bili,现在对面有飞身踢，绝不往后拖,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0107_U01,bili_rule_based_proposal_uncertain,BILI_0107,Bili,云顶刷到合适不合适的海克斯还能改阵容，你大乱斗6个海克斯没一个适配的，你就是玩不了，要不你就改成坦克池海克斯，射手海克斯池,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0108_U01,bili_rule_based_proposal_uncertain,BILI_0108,Bili,原因就是丢子适配的海克斯太多了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0255,bili_rule_based_proposal,BILI_0108,Bili,坦克来来回回就那么2个,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
AP_0256,bili_rule_based_proposal,BILI_0108,Bili,遇到丢子哪怕赢了也是玩的恶心,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0109_U01,bili_rule_based_proposal_uncertain,BILI_0109,Bili,4 个体验变差的原因，最后一个是大部分玩家的痛,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0110_U01,bili_rule_based_proposal_uncertain,BILI_0110,Bili,海克斯凑羁绊之后又全是丢子了，新加的海克斯90%都是丢子比近战适配更高,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0110_U02,bili_rule_based_proposal_uncertain,BILI_0110,Bili,羁绊海克斯新幻神 时光老头，拿到魔法师羁绊，近战可以不用玩了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0111_U01,bili_rule_based_proposal_uncertain,BILI_0111,Bili,海克斯大乱斗上线后为什么有很多玩家又回归普通大乱斗,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0112_U01,bili_rule_based_proposal_uncertain,BILI_0112,Bili,评论区一堆神人真给我整笑了，永远是对面领先自己，那有没有可能，你的队友和你也会领先对面呢,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0262,bili_rule_based_proposal,BILI_0112,Bili,那时候你会留300块不用吗,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0112_U02,bili_rule_based_proposal_uncertain,BILI_0112,Bili,最好笑的是在高手手里这个影响很大，推荐你去看一个主播，以前blg左手的替补阿黑路西，现在叫小胡，去看看他韩服乱杀的视频，再看看他这几天玩海斗的视频,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0112_U03,bili_rule_based_proposal_uncertain,BILI_0112,Bili,至于有多影响，只能说越dinner的人影响越大,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0265,bili_rule_based_proposal,BILI_0113,Bili,新版海克斯大乱斗烂完了,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0113_U01,bili_rule_based_proposal_uncertain,BILI_0113,Bili,游戏策划锐评海斗抽象更新,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0113_U02,bili_rule_based_proposal_uncertain,BILI_0113,Bili,设计师，还我海斗,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0113_U03,bili_rule_based_proposal_uncertain,BILI_0113,Bili,上期视频说海斗好玩，结果更新完就打脸了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0269,bili_rule_based_proposal,BILI_0113,Bili,拳头直接拉了一波大的,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0113_U04,bili_rule_based_proposal_uncertain,BILI_0113,Bili,设计师还我海斗,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0114_U01,bili_rule_based_proposal_uncertain,BILI_0114,Bili,从海克斯大乱斗出来到现在唯一一把玩的普通大乱斗是点错了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0115_U01,bili_rule_based_proposal_uncertain,BILI_0115,Bili,海克斯大乱斗真的凉了，我今早四点多排，居然排了十几秒才排到,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0274,bili_rule_based_proposal,BILI_0117,Bili,因为只是玩游戏的,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0117_U01,bili_rule_based_proposal_uncertain,BILI_0117,Bili,没人陪你自我感动上演坐牢二十分钟逆风翻盘的对局，影响心情,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0118_U01,bili_rule_based_proposal_uncertain,BILI_0118,Bili,对面一直虐泉不推，队友还不点，这种我真是理解不了一点,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0120_U01,bili_rule_based_proposal_uncertain,BILI_0120,Bili,大乱斗玩多了就知道了，开局就能预测到结果,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0120_U02,bili_rule_based_proposal_uncertain,BILI_0120,Bili,而且有些人并不是全能的，玩某些英雄很捞，你不要以为队友能扶起来，他每一波团战都在混，你c不起来就赶紧点了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
83_u2,ambiguous_unresolved,,NGA,没啥用,多候选未定案（pending_human_resolution），不进入 provisional,yes,见 docs/review/AMBIGUOUS_EVIDENCE_DECISION_PACKET.md
96_u3,ambiguous_unresolved,,Bili|NGA|Tieba,没了,多候选未定案（pending_human_resolution），不进入 provisional,yes,见 docs/review/AMBIGUOUS_EVIDENCE_DECISION_PACKET.md
