sample_id,platform_source,platform_sequence,window_tag,theme_bucket,reply_type,date,raw_text,public_text,migration_status
NGA_0017,NGA,17,w1,hero_experience,recent_reply,2026-03-28 16:24,火男看阵容，遇到丢子和刺客时挺拉的。遇到坦克和笨b一点的战士就非常爽。我玩丢子的时候完全不怕火男，但是玩肉看到个火男就很烦,火男看阵容，遇到丢子和刺客时挺拉的。遇到坦克和笨b一点的战士就非常爽。我玩丢子的时候完全不怕火男，但是玩肉看到个火男就很烦,migrated_from_legacy_clean
NGA_0018,NGA,18,w1,hero_experience,recent_reply,2026-03-29 05:34,遥想当年还是神话版本，讯刃还是攻击力。我玩了一把野排卢仙，你想象一下，我的后面一个丁真一个娜美，我的前面一个布隆一个日女，纯纯人型自走炮。我清楚记得对面有个女枪，对面一开大，你懂那种布隆加盾火光四射，五人稳步前进的救赎感吗？那把我杀了52个 500攻击力饮血红药丁真娜美带个布隆被动的卢仙，现在想想都直流水,遥想当年还是神话版本，讯刃还是攻击力。我玩了一把野排卢仙，你想象一下，我的后面一个丁真一个娜美，我的前面一个布隆一个日女，纯纯人型自走炮。我清楚记得对面有个女枪，对面一开大，你懂那种布隆加盾火光四射，五人稳步前进的救赎感吗？那把我杀了52个 500攻击力饮血红药丁真娜美带个布隆被动的卢仙，现在想想都直流水,migrated_from_legacy_clean
NGA_0019,NGA,19,w1,balance_mechanic,recent_reply,2026-03-30 11:26,说实话没啥用，加一起就比循环往复强一点。考虑到还要分三次发给你，循环往复拿到直接就全技能60技能急速，我甚至觉得三个加一起不如循环往复。,说实话没啥用，加一起就比循环往复强一点。考虑到还要分三次发给你，循环往复拿到直接就全技能60技能急速，我甚至觉得三个加一起不如循环往复。,migrated_from_legacy_clean
NGA_0020,NGA,20,w1,balance_mechanic,recent_reply,2026-03-30 10:18,差不多吧，反正炽天使是换不掉，打的太后期了，带炽天使蓝也不够用，这把主要是掷骰羁绊来的早，锻体早，法穿cd啥的锻的多，对面也就一个特别肉，所以还能打动。3个大肉局躺平吧，普通法师等死就可以了，后面玩了把尤里卡+掷骰锻体的火男，对面狗熊蒙多+羊，毫无还手之力。,差不多吧，反正炽天使是换不掉，打的太后期了，带炽天使蓝也不够用，这把主要是掷骰羁绊来的早，锻体早，法穿cd啥的锻的多，对面也就一个特别肉，所以还能打动。3个大肉局躺平吧，普通法师等死就可以了，后面玩了把尤里卡+掷骰锻体的火男，对面狗熊蒙多+羊，毫无还手之力。,migrated_from_legacy_clean
NGA_0021,NGA,21,w1,balance_mechanic,recent_reply,2026-03-29 11:50,匹配机制就导致了一旦你连胜或者连败，要把你近期胜率“拉”回五十接下来就会反向连胜连败，说实话相当脑残,匹配机制就导致了一旦你连胜或者连败，要把你近期胜率“拉”回五十接下来就会反向连胜连败，说实话相当脑残,migrated_from_legacy_clean
NGA_0022,NGA,22,w1,balance_mechanic,recent_reply,2026-03-30 15:21,是的，尤其是单排的时候连胜多了就很容易遇到畜生，选个提莫也没有物转法第一个就出收集者，除了k头其他时间就像在四打五然后队友也不点，硬坐十几分钟牢体验拉满了。如果匹配机制公平就应该把这种提莫和不爱点的人绑死在一起玩一辈子，互相抽象互相快乐,是的，尤其是单排的时候连胜多了就很容易遇到畜生，选个提莫也没有物转法第一个就出收集者，除了k头其他时间就像在四打五然后队友也不点，硬坐十几分钟牢体验拉满了。如果匹配机制公平就应该把这种提莫和不爱点的人绑死在一起玩一辈子，互相抽象互相快乐,migrated_from_legacy_clean
NGA_0023,NGA,23,w1,balance_mechanic,recent_reply,2026-03-29 19:58,主要是你不知道会匹配到什么人和海克斯。我之前一把开局掉线，连回来的时候队友两个天胡哥顶在二塔，两边一塔都掉了。还有前几天一把，3分钟掉一塔，5分钟掉二塔，被人狂越塔杀，完全还不了手，结果对面发癫连送几波给我们反推赢了。,主要是你不知道会匹配到什么人和海克斯。我之前一把开局掉线，连回来的时候队友两个天胡哥顶在二塔，两边一塔都掉了。还有前几天一把，3分钟掉一塔，5分钟掉二塔，被人狂越塔杀，完全还不了手，结果对面发癫连送几波给我们反推赢了。,migrated_from_legacy_clean
NGA_0024,NGA,24,w1,balance_mechanic,op_context,2026-03-29 20:54,但能一队五个人三个人乱出忍不了了。第一个干的是剑圣。在对面开局俩肉进游戏三腰带，自己选接二连三的情况下，第一件掏了个收集者。第二个干的是冰女。你说残疫很关键我能理解，但你第二件出了个时光杖？第三件金身是要防什么，对面这阵容需要你e进去开团吗？最后大虫子也干了。四下雪天能出全肉的啊，但凡黑屏的时候读读描述呢。唯一的ap装是时光杖，怎么又是你，这是什么很超模的装备吗？,但能一队五个人三个人乱出忍不了了。第一个干的是剑圣。在对面开局俩肉进游戏三腰带，自己选接二连三的情况下，第一件掏了个收集者。第二个干的是冰女。你说残疫很关键我能理解，但你第二件出了个时光杖？第三件金身是要防什么，对面这阵容需要你e进去开团吗？最后大虫子也干了。四下雪天能出全肉的啊，但凡黑屏的时候读读描述呢。唯一的ap装是时光杖，怎么又是你，这是什么很超模的装备吗？,migrated_from_legacy_clean
NGA_0025,NGA,25,w1,balance_mechanic,recent_reply,2026-03-30 11:50,如果队友这种出装你还需要出警的话，那我可不可以说你魔抗做得太晚了，对面4个AP伤害+1个半肉AD，你前三件都不出个魔抗，狂徒优先级有那么高么？你有多少机会能脱战？你还怪大虫子出肉和冰女出时光沙漏，这俩如果不出点肉，你没血后撤谁上去拉仇恨抗伤害？,如果队友这种出装你还需要出警的话，那我可不可以说你魔抗做得太晚了，对面4个AP伤害+1个半肉AD，你前三件都不出个魔抗，狂徒优先级有那么高么？你有多少机会能脱战？你还怪大虫子出肉和冰女出时光沙漏，这俩如果不出点肉，你没血后撤谁上去拉仇恨抗伤害？,migrated_from_legacy_clean
NGA_0026,NGA,26,w1,team_interaction,recent_reply,2026-03-30 00:18,昨天有四把脑溢血，一把是被对面当猪杀了最后人头比是十几比六十多，队友就是不投。一把队友抢我五杀，四杀之后对面满血来我面前送给我，然后有个队友就过来给我抢了，我技能放完在慢慢a妖姬过来就是一套丝滑连招给我抢了，然后还亮个表情。一把队友剑魔，出门打了几波团剑魔一个人头没捞到，然后来了句人头你们都拿你们发育起来你们c然后就在后面玩泥巴，不打架不挂机，就挂在后面吃经验吃血包，恶心死我了。最脑溢血的是第八连败，明明能赢的，对面先死一个，然后我们劣势打赢团了，杰斯四杀，我们这边就我死了，剩四个残血，推到基地还剩一半血对面最先死的复活了，然后杰斯带着剩下三个冲泉水要拿五杀，冷知识，一波团最先死的复活又被杀是不算五杀的然后四个人一起送了泉水，然后对面抱团推过来一波带走。最后赢的那把应该算是福利局，对面跟人机一样，一点反抗都没有八分多钟就点了。,昨天有四把脑溢血，一把是被对面当猪杀了最后人头比是十几比六十多，队友就是不投。一把队友抢我五杀，四杀之后对面满血来我面前送给我，然后有个队友就过来给我抢了，我技能放完在慢慢a妖姬过来就是一套丝滑连招给我抢了，然后还亮个表情。一把队友剑魔，出门打了几波团剑魔一个人头没捞到，然后来了句人头你们都拿你们发育起来你们c然后就在后面玩泥巴，不打架不挂机，就挂在后面吃经验吃血包，恶心死我了。最脑溢血的是第八连败，明明能赢的，对面先死一个，然后我们劣势打赢团了，杰斯四杀，我们这边就我死了，剩四个残血，推到基地还剩一半血对面最先死的复活了，然后杰斯带着剩下三个冲泉水要拿五杀，冷知识，一波团最先死的复活又被杀是不算五杀的然后四个人一起送了泉水，然后对面抱团推过来一波带走。最后赢的那把应该算是福利局，对面跟人机一样，一点反抗都没有八分多钟就点了。,migrated_from_legacy_clean
NGA_0027,NGA,27,w1,balance_mechanic,recent_reply,2026-03-30 04:32,我峡谷单排胜率56.7%，DOTA2胜率54.2%，在我自己的分段我觉得怎么也不算菜比了。这海斗一波7连胜干到52%马上一定迎来一波6场以上的连败，输的局队友还一堆M，出门冲拳人马身法小鱼导管火男打3肉这种局都不投，一定要打个20分钟，有时候又能感觉这把系统就是要让你赢，一看对面4AD加个娜美或者3AD一个丁真一个巴德的神人阵容，8分钟跟打人机一样推到家里对面投了，赢了也不爽。神一般的匹配机制。,我峡谷单排胜率56.7%，DOTA2胜率54.2%，在我自己的分段我觉得怎么也不算菜比了。这海斗一波7连胜干到52%马上一定迎来一波6场以上的连败，输的局队友还一堆M，出门冲拳人马身法小鱼导管火男打3肉这种局都不投，一定要打个20分钟，有时候又能感觉这把系统就是要让你赢，一看对面4AD加个娜美或者3AD一个丁真一个巴德的神人阵容，8分钟跟打人机一样推到家里对面投了，赢了也不爽。神一般的匹配机制。,migrated_from_legacy_clean
NGA_0028,NGA,28,w1,balance_mechanic,recent_reply,2026-03-30 18:00,目前450把，55%的胜率，很少有那种一胜一负的局，大部分情况都是赢就连着赢，输就连着输三把以上，想让你赢的时候，我人马开局来最终唤醒，对面八分就点，让你输的时候，进去看选人就知道这把如果海克斯不胡就是八分的局，大乱斗还能有人单排七八十连胜，海斗能二三十都不可思议了，海克斯变数太大，再唐的玩家海克斯胡了也能乱杀,目前450把，55%的胜率，很少有那种一胜一负的局，大部分情况都是赢就连着赢，输就连着输三把以上，想让你赢的时候，我人马开局来最终唤醒，对面八分就点，让你输的时候，进去看选人就知道这把如果海克斯不胡就是八分的局，大乱斗还能有人单排七八十连胜，海斗能二三十都不可思议了，海克斯变数太大，再唐的玩家海克斯胡了也能乱杀,migrated_from_legacy_clean
NGA_0029,NGA,29,w1,balance_mechanic,recent_reply,2026-03-30 06:50,400场55+ 600场剩52 现在800就剩51了 分高的唯一好处就是上票快 阵容是没啥区别的 当狗换来的是队友的研发 从此看开 一起当出生 不胡就点 这模式唯一的好处就是胜率队少 就算有也不当分奴 印象中撞过几次陪玩车 赢了两次 都是对面8分钟平推局不推给机会的 正常大乱斗打100把赢不了对面一把 当然也有挂车 举报过两个都是只封一天,400场55+ 600场剩52 现在800就剩51了 分高的唯一好处就是上票快 阵容是没啥区别的 当狗换来的是队友的研发 从此看开 一起当出生 不胡就点 这模式唯一的好处就是胜率队少 就算有也不当分奴 印象中撞过几次陪玩车 赢了两次 都是对面8分钟平推局不推给机会的 正常大乱斗打100把赢不了对面一把 当然也有挂车 举报过两个都是只封一天,migrated_from_legacy_clean
NGA_0030,NGA,30,w1,balance_mechanic,recent_reply,2026-03-30 00:12,最近几乎都在连败，即使这样也才把胜率拉回50% 只能说海斗elo真的抽象，自家垃圾阵容，垃圾海克斯 对面就是阵容强，海克斯无敌 这模式已经变得开始索然无味了，垃圾局8分不肯点，对面稳定到点跑，赢的局也是碾压那种,最近几乎都在连败，即使这样也才把胜率拉回50% 只能说海斗elo真的抽象，自家垃圾阵容，垃圾海克斯 对面就是阵容强，海克斯无敌 这模式已经变得开始索然无味了，垃圾局8分不肯点，对面稳定到点跑，赢的局也是碾压那种,migrated_from_legacy_clean
NGA_0031,NGA,31,w1,balance_mechanic,recent_reply,2026-03-30 07:16,海斗连跪起来几页几页红，拿分奴英雄都赢不了那种 所以连跪3把立刻换区换号玩。 我自己也是做过各种服务器开发的，猜测匹配数据也是有缓存的， 缓存一过就正常了,海斗连跪起来几页几页红，拿分奴英雄都赢不了那种 所以连跪3把立刻换区换号玩。 我自己也是做过各种服务器开发的，猜测匹配数据也是有缓存的， 缓存一过就正常了,migrated_from_legacy_clean
NGA_0032,NGA,32,w1,balance_mechanic,recent_reply,2026-03-30 16:16,只能说后期对局势影响没那么大，越拖这把和你越没关系，能赢的局一两件就能把对面打投了，拖到后面和刺客没区别，和刺客胜率低的原因是一样的。至于吸蓝刀三项，前期三项比吸蓝刀伤害高又肉一些，前期多骑脸能更多打优势，吸蓝刀有点拖。,只能说后期对局势影响没那么大，越拖这把和你越没关系，能赢的局一两件就能把对面打投了，拖到后面和刺客没区别，和刺客胜率低的原因是一样的。至于吸蓝刀三项，前期三项比吸蓝刀伤害高又肉一些，前期多骑脸能更多打优势，吸蓝刀有点拖。,migrated_from_legacy_clean
NGA_0033,NGA,33,w1,balance_mechanic,op_context,2026-03-30 00:05,两三百场的时候胜率在56左右，然后越来越低，最近一两个星期输麻了，四百场左右还有53胜率，现在每天都是赢两三把输五六把，昨晚更夸张八连败，一直熬到十二点多才断连败，队也越来越逆天，符文发的也越来越脑溢血，气得我直接不想上游戏了 回归均值这一块真是让藤子玩明白了,两三百场的时候胜率在56左右，然后越来越低，最近一两个星期输麻了，四百场左右还有53胜率，现在每天都是赢两三把输五六把，昨晚更夸张八连败，一直熬到十二点多才断连败，队也越来越逆天，符文发的也越来越脑溢血，气得我直接不想上游戏了 回归均值这一块真是让藤子玩明白了,migrated_from_legacy_clean
NGA_0034,NGA,34,w1,hero_experience,recent_reply,2026-03-30 13:52,飞机到底哪里不好C了，我看了下我飞机战绩把C有必拿。我这里也不是挑战大数据胜率，而是很震惊这英雄只要暴击够伤害真夸张，任何给暴击的符文都能用。第一件必裸收集者，收集者前当的蛆出以后基本都硬气回来了，满爆后有很长的强势时间，非要说的话彩色可能没别人契合。至于三相蓝切什么的，看都不看一眼，导弹也就是刷咒刃的工具不是符文核心,飞机到底哪里不好C了，我看了下我飞机战绩把C有必拿。我这里也不是挑战大数据胜率，而是很震惊这英雄只要暴击够伤害真夸张，任何给暴击的符文都能用。第一件必裸收集者，收集者前当的蛆出以后基本都硬气回来了，满爆后有很长的强势时间，非要说的话彩色可能没别人契合。至于三相蓝切什么的，看都不看一眼，导弹也就是刷咒刃的工具不是符文核心,migrated_from_legacy_clean
NGA_0035,NGA,35,w1,hero_experience,recent_reply,2026-03-30 15:36,看了眼自己战绩，感觉自己拿到飞机不说把c也是把爽杀，我感觉玩飞机就一个理念问题，你W怎么交？我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。 装备第一件除非对面肉、回血怪大于2，必定是收集者，没几个AD有E和W这种每秒多段判定伤害的办法了，这就是和对面AD对撸的底气，收集者秒判定秒杀太强了。另外就是升级无尽了那首选肯定无尽啊。 第二件先跟着挂一件耀光，彩局做大穿，金局做无尽，对面有回血怪就再挂个800减治疗再出别的。 第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。 之后暴击不满补c44，暴击满了按需求补防装/饮血。 要说后面不好赢也是真的，杀太多了啊都会被针对 比如输的那局，对面尤里卡提莫，我被单防了,看了眼自己战绩，感觉自己拿到飞机不说把c也是把爽杀，我感觉玩飞机就一个理念问题，你W怎么交？我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。 装备第一件除非对面肉、回血怪大于2，必定是收集者，没几个AD有E和W这种每秒多段判定伤害的办法了，这就是和对面AD对撸的底气，收集者秒判定秒杀太强了。另外就是升级无尽了那首选肯定无尽啊。 第二件先跟着挂一件耀光，彩局做大穿，金局做无尽，对面有回血怪就再挂个800减治疗再出别的。 第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。 之后暴击不满补c44，暴击满了按需求补防装/饮血。 要说后面不好赢也是真的，杀太多了啊都会被针对 比如输的那局，对面尤里卡提莫，我被单防了,migrated_from_legacy_clean
NGA_0036,NGA,36,w1,hero_experience,recent_reply,2026-04-01 17:47,最爱的队友之一，能缓解兵线压力，还能防对面刺客，往前一跑就是给对面核心压力。最关键的还是这英雄路人拿就没有懦的，再劣势也敢往前跑背人过来。野排遇到四个怂货的概率太高，只敢闪现抢丝血人头，有个辛吉德能改善很多,最爱的队友之一，能缓解兵线压力，还能防对面刺客，往前一跑就是给对面核心压力。最关键的还是这英雄路人拿就没有懦的，再劣势也敢往前跑背人过来。野排遇到四个怂货的概率太高，只敢闪现抢丝血人头，有个辛吉德能改善很多,migrated_from_legacy_clean
NGA_0037,NGA,37,w1,hero_experience,recent_reply,2026-03-30 00:26,这个胜率和选取率就决定了这英雄不会是什么必须要会玩才有用的英雄。除非数据作假，否则就是炼金的价值在你还没理解的地方。很多人知道死歌对兵线的影响力，但不知道炼金的影响力不比死歌差。,这个胜率和选取率就决定了这英雄不会是什么必须要会玩才有用的英雄。除非数据作假，否则就是炼金的价值在你还没理解的地方。很多人知道死歌对兵线的影响力，但不知道炼金的影响力不比死歌差。,migrated_from_legacy_clean
NGA_0038,NGA,38,w1,hero_experience,recent_reply,2026-03-30 02:25,海斗炼金非常强，因为它所有技能都是神技，而且法师坦克海克斯双吃。重点是别出时光，眼泪速通冰杖，冰杖寒冬双核补防装，面具非顺风或者有适配海克斯也不出。永远记住q等于火男吃啥你吃啥，火男吃不动得你都能吃，安妮肩上恶魔到不详契约都能吃满。带缚地克一切战士，而且触发大部分坦克海克斯比如控制加血上限，胶水粘几个等于控几个等于加几次血上限。e强制位移可以背脆皮进人堆可以背战士出去，e到w上满级缚地快两秒等于宣判死刑。r不但加大量坦度还给重伤所以炼金不用做重伤打团开大毒一圈就得了。拿海克斯优先移动速度冷却坦度之类的，炼金多站一秒输出都会增加许多，炼金跑的越快对面血头大，不会控毒就打团开q别关有寒冬不缺蓝，非特殊情况不出刚。,海斗炼金非常强，因为它所有技能都是神技，而且法师坦克海克斯双吃。重点是别出时光，眼泪速通冰杖，冰杖寒冬双核补防装，面具非顺风或者有适配海克斯也不出。永远记住q等于火男吃啥你吃啥，火男吃不动得你都能吃，安妮肩上恶魔到不详契约都能吃满。带缚地克一切战士，而且触发大部分坦克海克斯比如控制加血上限，胶水粘几个等于控几个等于加几次血上限。e强制位移可以背脆皮进人堆可以背战士出去，e到w上满级缚地快两秒等于宣判死刑。r不但加大量坦度还给重伤所以炼金不用做重伤打团开大毒一圈就得了。拿海克斯优先移动速度冷却坦度之类的，炼金多站一秒输出都会增加许多，炼金跑的越快对面血头大，不会控毒就打团开q别关有寒冬不缺蓝，非特殊情况不出刚。,migrated_from_legacy_clean
NGA_0039,NGA,39,w1,hero_experience,recent_reply,2026-03-30 14:56,你该不会是玩拉克丝被w缚地然后吃个雪球被背回去杀破防了吧。倒不如说如果一个炼金总盯着你背，你们队应该挺好赢的，下等马能换掉对面一个很有用的英雄。就哪怕是上面说的那种开团的炼金，都基本能稳定换掉对面一个c，对单核阵容真的是毁灭打击，如果有开团前排让炼金打第二进场那很有可能炼金还能混个火。不挑海克斯，胡了很厉害普通海克斯也能玩，适配蛮多海克斯。以后秀理解问英雄的时候先去掌盟看眼胜率，胜率不会骗人。,你该不会是玩拉克丝被w缚地然后吃个雪球被背回去杀破防了吧。倒不如说如果一个炼金总盯着你背，你们队应该挺好赢的，下等马能换掉对面一个很有用的英雄。就哪怕是上面说的那种开团的炼金，都基本能稳定换掉对面一个c，对单核阵容真的是毁灭打击，如果有开团前排让炼金打第二进场那很有可能炼金还能混个火。不挑海克斯，胡了很厉害普通海克斯也能玩，适配蛮多海克斯。以后秀理解问英雄的时候先去掌盟看眼胜率，胜率不会骗人。,migrated_from_legacy_clean
NGA_0040,NGA,40,w1,balance_mechanic,recent_reply,2026-03-29 13:37,玩坦克的爽点在于自己很硬对面拿你没办法 然而大部分心之钢加狂徒的出装只能让自己血条看起来厚，对面还是随便融化,玩坦克的爽点在于自己很硬对面拿你没办法 然而大部分心之钢加狂徒的出装只能让自己血条看起来厚，对面还是随便融化,migrated_from_legacy_clean
NGA_0041,NGA,41,w1,team_interaction,op_context,2026-03-29 15:19,半夜打了一局，中期有点处理不掉韦鲁斯，结果对面一直不推，宁愿送泉水也要继续玩，输了好几波团终于迎来一次反推的机会，我抬到韦鲁斯队友集火把他给秒了，直接一波了。所以这就是宁愿输也要爽吗？我体会不到爽点,半夜打了一局，中期有点处理不掉韦鲁斯，结果对面一直不推，宁愿送泉水也要继续玩，输了好几波团终于迎来一次反推的机会，我抬到韦鲁斯队友集火把他给秒了，直接一波了。所以这就是宁愿输也要爽吗？我体会不到爽点,migrated_from_legacy_clean
NGA_0042,NGA,42,w1,balance_mechanic,recent_reply,2026-03-28 00:21,炸弹人有一版我记得是80%伤害 120%承伤 -20cd 结果就是狗都不玩 完全打不动人 清不动线 一碰就碎 然后回调了8%伤害变成88%造成伤害就勉强能玩了 你给火男75%造成伤害那我建议不如删了,炸弹人有一版我记得是80%伤害 120%承伤 -20cd 结果就是狗都不玩 完全打不动人 清不动线 一碰就碎 然后回调了8%伤害变成88%造成伤害就勉强能玩了 你给火男75%造成伤害那我建议不如删了,migrated_from_legacy_clean
NGA_0043,NGA,43,w1,hero_experience,recent_reply,2026-03-29 00:50,这我真爽过，不过几年前了，露露+酸辣粉+娜美+丁真，四软辅保我一个金克斯，对面什么阵容忘了 前期没伤害只能清线撑到两件套就基本都是站撸了，盾根本打不掉,这我真爽过，不过几年前了，露露+酸辣粉+娜美+丁真，四软辅保我一个金克斯，对面什么阵容忘了 前期没伤害只能清线撑到两件套就基本都是站撸了，盾根本打不掉,migrated_from_legacy_clean
NGA_0044,NGA,44,w1,hero_experience,recent_reply,2026-03-29 08:31,我感觉这把如果持续下去，我最起码能杀七八十个，这局就15分钟我杀了51个。然后，怕后期对面装备起来了，我的装备没优势了，打不过，我就赶紧推了。如果一直拖到个20多分钟、25分钟。感觉我能杀更多，但这样子估计就不好赢。,我感觉这把如果持续下去，我最起码能杀七八十个，这局就15分钟我杀了51个。然后，怕后期对面装备起来了，我的装备没优势了，打不过，我就赶紧推了。如果一直拖到个20多分钟、25分钟。感觉我能杀更多，但这样子估计就不好赢。,migrated_from_legacy_clean
NGA_0045,NGA,45,w1,balance_mechanic,recent_reply,2026-03-26 12:04,就是垃圾 打10把能1把锻体局么？ 现在很多时候15级都到不了就被推平了 或者点了 而且就算到了锻体局 那点数值也不够看啊，你要累加起来 就要多次锻体，而都多次锻体了 早就互相秒了，比的是先手 那点多的数值 作用不大。 如果装备加成多给几倍，锻体正常 那还有点说法，现在正常帽子装加那点属性 有屁用 到了锻体 都是大后期了 基本上都是互相秒了 那时候输出早就溢出了，比的就是先手 这海克斯垃圾就在于 他是纯数值的 但是前期又没数值，后期能感受点数值的时候 数值已经早就溢出了~,就是垃圾 打10把能1把锻体局么？ 现在很多时候15级都到不了就被推平了 或者点了 而且就算到了锻体局 那点数值也不够看啊，你要累加起来 就要多次锻体，而都多次锻体了 早就互相秒了，比的是先手 那点多的数值 作用不大。 如果装备加成多给几倍，锻体正常 那还有点说法，现在正常帽子装加那点属性 有屁用 到了锻体 都是大后期了 基本上都是互相秒了 那时候输出早就溢出了，比的就是先手 这海克斯垃圾就在于 他是纯数值的 但是前期又没数值，后期能感受点数值的时候 数值已经早就溢出了~,migrated_from_legacy_clean
NGA_0046,NGA,46,w1,balance_mechanic,recent_reply,2026-03-28 14:08,4叠中叠/4金币 打到15分钟 我最多一次是38层 普遍一局下来有个10层都算不错了。15分钟20000左右经济6神，再7000经济锻10次 也没有多少属性法强 太偏后期了,4叠中叠/4金币 打到15分钟 我最多一次是38层 普遍一局下来有个10层都算不错了。15分钟20000左右经济6神，再7000经济锻10次 也没有多少属性法强 太偏后期了,migrated_from_legacy_clean
NGA_0047,NGA,47,w1,balance_mechanic,recent_reply,2026-03-28 03:18,80 120差不多了，火男在海斗太容易胡了，彩色的导管 虚空裂隙 ，金色的魔法飞弹易损，银色的冰寒，别的英雄可能就1-2个顶级适配符文，拿不到就是普通强度，但火男什么局都有不少符文可以选,80 120差不多了，火男在海斗太容易胡了，彩色的导管 虚空裂隙 ，金色的魔法飞弹易损，银色的冰寒，别的英雄可能就1-2个顶级适配符文，拿不到就是普通强度，但火男什么局都有不少符文可以选,migrated_from_legacy_clean
NGA_0048,NGA,48,w1,balance_mechanic,op_context,2026-03-26 23:29,是个法师都能无脑拿，选到虚空裂隙操作难度直接下降 50%，随便放放技能就被裂隙炸死了，娜美拿个虚空裂隙能秒人还有王法吗？ 我玩个赛娜，对面冰女+萨勒芬妮两个裂隙，前期随便吃两个技能直接死 还好我上来选了个巨人杀手，后期通过巨人杀手+岚切加速+E 加速+疾跑才能躲开这个裂隙 对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,是个法师都能无脑拿，选到虚空裂隙操作难度直接下降 50%，随便放放技能就被裂隙炸死了，娜美拿个虚空裂隙能秒人还有王法吗？ 我玩个赛娜，对面冰女+萨勒芬妮两个裂隙，前期随便吃两个技能直接死 还好我上来选了个巨人杀手，后期通过巨人杀手+岚切加速+E 加速+疾跑才能躲开这个裂隙 对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,migrated_from_legacy_clean
NGA_0049,NGA,49,w1,balance_mechanic,recent_reply,2026-03-30 02:19,之前排到对面一个火男拿了虚空裂隙。我是乌迪尔。我直接AP找火男自爆。他一出来就被我RR，加上海克斯固定1换1，那一把裂隙打完就4000，全是我身上打的。不过裂隙确实强度很高。下版本得削。裂隙阿木木裂隙卡特玩过不笑出来真得查一下抑郁症了。,之前排到对面一个火男拿了虚空裂隙。我是乌迪尔。我直接AP找火男自爆。他一出来就被我RR，加上海克斯固定1换1，那一把裂隙打完就4000，全是我身上打的。不过裂隙确实强度很高。下版本得削。裂隙阿木木裂隙卡特玩过不笑出来真得查一下抑郁症了。,migrated_from_legacy_clean
NGA_0050,NGA,50,w1,balance_mechanic,recent_reply,2026-03-30 10:23,只要有点范围伤害的ap出个法穿鞋裂隙触发就三分之一血没了，而且裂隙好像打一个人两次也能触发？前期的神，和量子计算一桌但比量子计算更恶心，至少量子能被骗出来cd,只要有点范围伤害的ap出个法穿鞋裂隙触发就三分之一血没了，而且裂隙好像打一个人两次也能触发？前期的神，和量子计算一桌但比量子计算更恶心，至少量子能被骗出来cd,migrated_from_legacy_clean
NGA_0051,NGA,51,w1,balance_mechanic,recent_reply,2026-03-30 09:25,所以AP大后期打肉就这样出装吗，我最近的局经常对面2，3个大肉到中后期我们这边就打不动的，有时真不知道怎么出装了,所以AP大后期打肉就这样出装吗，我最近的局经常对面2，3个大肉到中后期我们这边就打不动的，有时真不知道怎么出装了,migrated_from_legacy_clean
NGA_0052,NGA,52,w1,balance_mechanic,recent_reply,2026-03-30 23:11,莉莉娅适配的海克斯还少？之所以胜率高就是容易胡。所有带 cd 带移速带回血的都适合莉莉娅，莉莉娅就是最好胡的 ap 没有之一。,莉莉娅适配的海克斯还少？之所以胜率高就是容易胡。所有带 cd 带移速带回血的都适合莉莉娅，莉莉娅就是最好胡的 ap 没有之一。,migrated_from_legacy_clean
NGA_0053,NGA,53,w1,balance_mechanic,recent_reply,2026-03-30 18:34,现在应该怎么玩 打了几局感觉先憋大招cd装备不如出即时战力装能打 不先做大团又憋不出大,现在应该怎么玩 打了几局感觉先憋大招cd装备不如出即时战力装能打 不先做大团又憋不出大,migrated_from_legacy_clean
NGA_0054,NGA,54,w1,hero_experience,recent_reply,2026-03-31 09:51,反正我玩莉莉亚都很难受 对面不是一堆丢子就是一堆控制 根本进不去 但是总能赢 我朋友玩莉莉亚就能遇到正常肉搏局，基本都能爽到,反正我玩莉莉亚都很难受 对面不是一堆丢子就是一堆控制 根本进不去 但是总能赢 我朋友玩莉莉亚就能遇到正常肉搏局，基本都能爽到,migrated_from_legacy_clean
NGA_0055,NGA,55,w1,balance_mechanic,recent_reply,2026-03-30 23:56,莉莉娅胜率取决对面硬控数量和伤害爆发 技师水平影响有限 硬要说就是要懂对面全脆皮时把自己当丢子玩 没移速海克斯别把自己当法坦,莉莉娅胜率取决对面硬控数量和伤害爆发 技师水平影响有限 硬要说就是要懂对面全脆皮时把自己当丢子玩 没移速海克斯别把自己当法坦,migrated_from_legacy_clean
