id,parent_id,unit_text,surface_topic,reason_short,mechanism_label,confidence,evidence_phrase,raw_text
89_u1,89,也就风女，格温，塞恩堪堪能用吧,balance,"The feedback discusses which characters are viable, indicating concerns about character balance.",competence_frustration,medium,也就风女，格温，塞恩堪堪能用吧,
89_u2,89,巴德大玩的来的话也算一个,other_uncertain,The feedback text is unclear and does not directly relate to any specific allowed label.,uncertain,low,巴德大玩的来的话也算一个,
90_u1,90,直接出 AD,other_uncertain,The feedback text '直接出 AD' is ambiguous and does not clearly correspond to any allowed label.,uncertain,low,直接出 AD,
90_u2,90,R 扣掉或者拿来刷被动,other_uncertain,The feedback text is unclear and does not clearly match any specific allowed label.,uncertain,low,R 扣掉或者拿来刷被动,
90_u3,90,全力寻找回归基本功,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,competence_frustration,medium,全力寻找回归基本功,
91_u1,91,能说这大招好的，这辈子有了。,other_uncertain,The feedback is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,能说这大招好的，这辈子有了。,
91_u2,91,全是没伤害的大招有毛用。,balance,"The feedback criticizes the effectiveness of ultimate abilities, which relates to game balance.",competence_frustration,high,全是没伤害的大招有毛用,
92_u1,92,还行在哪呢？,other_uncertain,The feedback text is too vague to determine a specific topic.,uncertain,low,还行在哪呢？,
92_u2,92,这种大招都还行吗？,other_uncertain,The feedback text is ambiguous and could refer to multiple topics like balance or event design.,uncertain,low,这种大招都还行吗？,
92_u3,92,这种大招感觉放峡谷还能用来带节奏什么的，放在大乱斗鸟用啊,balance,"The feedback criticizes the effectiveness of an ultimate ability in a specific game mode, suggesting it is poorly balanced for that context.",competence_frustration,medium,放在大乱斗鸟用啊,
93_u1,93,vn怎么不需要游戏理解，出半肉和纯ad两种不同选择，出不出暴击也是一个抉择点。,balance,The feedback discusses strategic item choices and damage calculations for a character.,competence_frustration,medium,怎么不需要游戏理解,
93_u2,93,实际上vn是海斗里变种最多的adc之一,other_uncertain,The feedback discusses character variety but doesn't clearly align with specific allowed labels.,uncertain,low,实际上vn是海斗里变种最多的adc之一,
94_u1,94,炼金这种前排还有人喷，出个冰杖大面具剩下看阵容出防装，遇到那种不是人手控制阵容，只要不是海克斯烂到一定程度，基本伤害都不低，彩色导管、残忍、大魔王都能拿，金色辣椒油魄罗、银色扇巴掌、速度爆发都很适配。,other_uncertain,Feedback discusses character builds and item choices without clearly matching any specific allowed label.,uncertain,low,炼金这种前排还有人喷,
94_u2,94,倒是我很好奇那种遇到拉克丝就拿的，那种队友不能4V5僵持住，基本就是路边一条。,other_uncertain,Feedback discusses teammate behavior in matches but doesn't clearly align with specific allowed topics.,fairness_threat,medium,那种队友不能4V5僵持住，基本就是路边一条,
95_u1,95,这英雄胜率真是被三相、魔切、火炮害完了吧。,balance,Feedback discusses how specific items negatively affect a hero's win rate.,competence_frustration,medium,害完了吧,
96_u1,96,塞拉斯就是对面大招好出ap，不好出ad,other_uncertain,Feedback discusses champion build strategy without clear connection to allowed topics.,uncertain,low,塞拉斯就是对面大招好出ap，不好出ad,
96_u2,96,没手法别玩,other_uncertain,The feedback is too vague to determine a specific surface topic.,competence_frustration,medium,没手法别玩,
96_u3,96,没了,other_uncertain,The feedback text '没了' (meaning 'gone' or 'disappeared' in Chinese) is too vague to determine a specific surface topic.,uncertain,low,没了,
97_u1,97,适配的海克斯少,other_uncertain,"The feedback mentions '海克斯' which could refer to game mechanics or content, but the specific context is unclear.",uncertain,low,适配的海克斯少,
97_u2,97,池子还杂,other_uncertain,The phrase '池子还杂' is ambiguous and doesn't clearly match any specific allowed label.,uncertain,low,池子还杂,
97_u3,97,就算拿了亮剑也就中上,other_uncertain,The feedback mentions obtaining an item but lacks clear context about game systems.,competence_frustration,medium,就算拿了亮剑也就中上,
97_u4,97,没有男枪莎米拉能游龙,other_uncertain,The feedback mentions specific champions but lacks clear context about game systems.,uncertain,low,没有男枪莎米拉能游龙,
97_u5,97,现在还能50胜率,other_uncertain,The feedback is ambiguous and could relate to multiple topics like matchmaking or balance.,competence_frustration,medium,现在还能50胜率,
97_u6,97,纯粹就是机体本身数值魅力,balance,The feedback discusses the numerical attributes of a unit or character.,uncertain,low,纯粹就是机体本身数值魅力,
98_u1,98,炼金不行除了少部分是海克斯烂了，基本就是人不行，诸如自己上去送，背个大爹给后排什么的。,other_uncertain,Feedback discusses player behavior and team performance without clear connection to specific allowed topics.,competence_frustration,high,基本就是人不行，诸如自己上去送，背个大爹给后排什么的,
98_u2,98,有的人打几个月海斗都不能理解1个人很难抗5个人的伤害，后期血量双抗都是虚的这种事。,balance,The feedback discusses game balance issues regarding damage scaling and survivability in team combat.,competence_frustration,high,不能理解1个人很难抗5个人的伤害,
99_u1,99,海斗榜前10里可是有4个ADC啊,balance,"The feedback discusses character class representation in rankings, which relates to game balance.",fairness_threat,medium,海斗榜前10里可是有4个ADC啊,
99_u2,99,你要说胜率榜的话，前10也有俩,other_uncertain,The feedback references a ranking but lacks clear context for classification.,uncertain,low,你要说胜率榜的话，前10也有俩,
99_u3,99,男枪还是第11,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,男枪还是第11,
99_u4,99,倒数20名里也就一个泽丽(为一板一眼泽丽默哀),balance,"The feedback mentions a specific character (Zeri) being in the bottom 20, which relates to game balance concerns.",uncertain,low,倒数20名里也就一个泽丽(为一板一眼泽丽默哀),
100_u1,100,这炼金真有用吗？,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,competence_frustration,medium,这炼金真有用吗？,
100_u2,100,把把队友选这个然后团战相当于四打五输了,matchmaking,Feedback describes poor team composition leading to unfair matches.,competence_frustration,medium,团战相当于四打五输了,
100_u3,100,搁那苍蝇一个到处乱跑到后面都没人看他一眼,other_uncertain,"The feedback text is in Chinese and unclear in meaning, making it impossible to confidently assign any specific allowed label.",uncertain,low,搁那苍蝇一个到处乱跑到后面都没人看他一眼,
101_u1,101,好吧 还有这种操作,other_uncertain,The feedback text is ambiguous and does not clearly relate to any specific allowed label.,uncertain,low,好吧 还有这种操作,
101_u2,101,破模式bug没停过啊,other_uncertain,"The feedback mentions bugs in an unspecified mode, which doesn't clearly match any allowed label.",competence_frustration,medium,破模式bug没停过啊,
102_u1,102,坦克cos战士战士cos坦克都是经典啊,other_uncertain,The feedback discusses character roles but does not clearly align with any specific allowed topic.,uncertain,low,坦克cos战士战士cos坦克都是经典啊,
103_u1,103,bug 我有次正常出门快到11级才死第一次，也触发了,other_uncertain,The feedback mentions a bug but doesn't clearly align with any specific allowed topic.,uncertain,low,bug 我有次正常出门快到11级才死第一次，也触发了,
104_u1,104,就算出 AP，也有奶也有盾不是,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,就算出 AP，也有奶也有盾不是,
105_u1,105,你们这帮人是不是真的以为debuff多5%就是掉5%输出啊，越往下掉的越狠，承伤也是一个道理。,balance,"The feedback discusses the impact of debuffs on damage output and survivability, which relates to game balance.",competence_frustration,high,你们这帮人是不是真的以为debuff多5%就是掉5%输出啊，越往下掉的越狠,
106_u1,106,刀妹是最烂的几个,balance,The feedback criticizes a specific character's performance relative to others.,competence_frustration,medium,刀妹是最烂的几个,
106_u2,106,拉夫罪不至此,other_uncertain,The feedback text is in Chinese and does not clearly correspond to any allowed label.,uncertain,low,拉夫罪不至此,
107_u1,107,装备换了几次，基本没啥可换的了,progression,"The feedback mentions running out of equipment to upgrade or change, indicating a progression issue.",competence_frustration,medium,基本没啥可换的了,
107_u2,107,因为锻的早，法穿和血量锻的多,other_uncertain,The feedback mentions early forging and stats but doesn't clearly align with any specific allowed topic.,uncertain,low,因为锻的早，法穿和血量锻的多,
107_u3,107,峡谷还能吸点血，就这么出了,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,峡谷还能吸点血，就这么出了,
108_u1,108,拉夫只要金彩有一个射程就能人上人了,balance,The feedback discusses character power relative to a specific ability range.,uncertain,low,拉夫只要金彩有一个射程就能人上人了,
108_u2,108,俩都拿到就日天日地,other_uncertain,The feedback text is ambiguous and does not clearly relate to any specific allowed label.,uncertain,low,俩都拿到就日天日地,
108_u3,108,都拿不到就是一条叫的很大声的蛆,other_uncertain,The feedback uses metaphorical language that does not clearly correspond to any specific allowed topic.,competence_frustration,medium,都拿不到,
109_u1,109,拉夫出钢壁+猎魔人感觉还行啊,other_uncertain,The feedback mentions specific game elements but does not clearly align with any allowed topic.,uncertain,low,感觉还行啊,
109_u2,109,就是得有个不怕死的bro陪着一起冲,other_uncertain,The feedback expresses a desire for companionship in gameplay but doesn't clearly align with any specific allowed topic.,belonging_drop,medium,陪着一起冲,
110_u1,110,大乱斗更fw的英雄被我找到了，狂战士奥拉夫，没位移没控制全靠脚突进，出肉没用出输出一秒躺,balance,The feedback criticizes the effectiveness and viability of a specific champion in a game mode.,competence_frustration,high,没位移没控制全靠脚突进，出肉没用出输出一秒躺,
111_u1,111,后期真是摸一下就寄,balance,The feedback describes a gameplay issue where characters die too easily in late stages.,competence_frustration,medium,摸一下就寄,
111_u2,111,幸好质变了个神圣雪球,other_uncertain,The feedback text is ambiguous and does not clearly relate to any specific allowed label.,uncertain,low,幸好质变了个神圣雪球,
111_u3,111,那个无敌救了好几次命,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,那个无敌救了好几次命,
112_u1,112,你看看你这三救护车羁绊呢，羁绊也带回血,other_uncertain,The feedback mentions game mechanics but does not clearly align with any specific allowed label.,uncertain,low,你看看你这三救护车羁绊呢，羁绊也带回血,
113_u1,113,有的时候系统不让你赢，你怎么也赢不了,balance,The feedback describes a perception of unfair game outcomes.,competence_frustration,high,你怎么也赢不了,
113_u2,113,别人3级出门一个海克斯，他出门来个3级锻造器羁绊,balance,The feedback describes an unfair advantage in starting equipment between players.,fairness_threat,medium,别人3级出门一个海克斯，他出门来个3级锻造器羁绊,
114_u1,114,普斗最多13连胜,other_uncertain,The feedback mentions a streak count without clear context for classification.,uncertain,low,普斗最多13连胜,
114_u2,114,海斗7胜左右就要开始一场极难的对局了,matchmaking,The feedback discusses difficulty spikes in matchmaking after achieving a certain number of wins.,uncertain,low,海斗7胜左右就要开始一场极难的对局了,
114_u3,114,而且海斗对面胡起来，你更难反抗,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,competence_frustration,medium,你更难反抗,
114_u4,114,因为你可能还是个光板,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,competence_frustration,medium,因为你可能还是个光板,
115_u1,115,喂呜三层的效果，12%已损失生命值了解一下,other_uncertain,The text appears to reference game mechanics but is unclear and not directly matchable to allowed labels.,competence_frustration,medium,12%已损失生命值了解一下,
116_u1,116,你这都没怎么玩过猫吧,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,competence_frustration,medium,你这都没怎么玩过猫吧,
116_u2,116,被动 w被动 r,other_uncertain,The feedback text is unclear and does not match any specific allowed label.,uncertain,low,被动 w被动 r,
116_u3,116,歌冠 月石 回响 3海克斯,other_uncertain,The feedback contains game-specific terms that don't clearly map to any allowed label.,uncertain,low,歌冠 月石 回响 3海克斯,
116_u4,116,还有这一身以及海克斯提供的治疗加成,other_uncertain,The feedback mentions healing bonuses from items but lacks clear context for specific allowed topics.,uncertain,low,还有这一身以及海克斯提供的治疗加成,
117_u1,117,看了下数据，6w治疗里5w血和1w盾。,other_uncertain,The feedback discusses numerical data without clear context linking it to any specific allowed topic.,uncertain,low,看了下数据，6w治疗里5w血和1w盾。,
117_u2,117,但猫只有r和被动能回血吧，难不成全是靠装备奶起来的,balance,"The feedback discusses character healing mechanics and equipment dependency, which relates to game balance.",competence_frustration,medium,但猫只有r和被动能回血吧，难不成全是靠装备奶起来的,
118_u1,118,女神泪的辅助装备也能奶啊,other_uncertain,The feedback mentions a specific game item's functionality without clear context for classification.,uncertain,low,女神泪的辅助装备也能奶啊,
118_u2,118,还有回响也能奶,other_uncertain,The feedback text is ambiguous and does not clearly match any specific allowed label.,uncertain,low,还有回响也能奶,
119_u1,119,奥拉夫还是比这俩强的，,balance,"The feedback compares the strength of Olaf to other characters, indicating a balance concern.",uncertain,low,奥拉夫还是比这俩强的,
119_u2,119,好歹摸到人真的有伤害，,other_uncertain,The feedback is ambiguous and does not clearly align with any specific allowed label.,competence_frustration,medium,好歹摸到人真的有伤害,
119_u3,119,胜率也比这俩高不少,other_uncertain,The feedback mentions win rates but lacks context to determine a specific topic.,uncertain,low,胜率也比这俩高不少,
120_u1,120,时光杖确实在大乱斗里是一件比较废物的装备，只有个别英雄可以考虑出，但是到不了出警的程度。,balance,Feedback discusses the effectiveness of a specific item in a game mode.,uncertain,low,到不了出警的程度,
120_u2,120,那种时光大天使一起出的凤凰龙王我见多了，然后第三件还要补冰杖，除了提供一点控制真的吊用没有不如拿个套盾的辅助。,balance,Feedback criticizes item effectiveness and suggests alternative choices for better gameplay balance.,competence_frustration,medium,除了提供一点控制真的吊用没有不如拿个套盾的辅助,
120_u3,120,游戏里的唯一作用就是对面也是沙雕喜欢无脑冲他们，他们可以承担一些伤害,other_uncertain,The feedback discusses opponent behavior and damage absorption but doesn't clearly match any specific allowed topic.,uncertain,low,游戏里的唯一作用就是对面也是沙雕喜欢无脑冲他们，他们可以承担一些伤害,
121_u1,121,我要是有技术，有操作我为什么不去打排位呢？在这玩海斗呢？,matchmaking,"The user questions why they are playing in a casual mode instead of ranked, implying dissatisfaction with matchmaking or game mode selection.",competence_frustration,high,我要是有技术，有操作我为什么不去打排位呢？,
121_u2,121,我来玩海斗就是为了爽来的，就是为了让海克斯控制大脑来的，拿到溢流我恨不得出六个眼泪，拿到懦夫引擎我就是要出个音管躲在ad后面。,other_uncertain,Feedback expresses personal playstyle preferences without clear connection to specific allowed topics.,uncertain,low,我来玩海斗就是为了爽来的，就是为了让海克斯控制大脑来的,
121_u3,121,这个模式都叫海克斯大乱斗了一帮出装警察海克斯是不会看的装备是要点的。,other_uncertain,Feedback mentions game mode and player behavior but doesn't clearly align with specific allowed labels.,norm_safety_risk,medium,一帮出装警察,
121_u4,121,真就排位唯唯诺诺，娱乐压力队友？,matchmaking,Feedback discusses player behavior differences between ranked and casual modes.,fairness_threat,medium,排位唯唯诺诺，娱乐压力队友,
122_u1,122,基本没什么游戏体验 elo不谈 正常局都没什么体验 基本都是瞎玩,matchmaking,The feedback mentions 'elo' and complains about poor game experience in normal matches.,competence_frustration,medium,基本没什么游戏体验,
122_u2,122,我好友列表都是0在线，算是知道不打的原因了,matchmaking,Feedback mentions lack of online friends affecting play.,belonging_drop,medium,我好友列表都是0在线,
122_u3,122,这种moba游戏如果不是为了赢 我是不知道每天开一盘又一盘的原因是什么,other_uncertain,The feedback discusses motivation for playing but doesn't clearly align with specific allowed topics like progression or rewards.,competence_frustration,high,如果不是为了赢 我是不知道每天开一盘又一盘的原因是什么,
122_u4,122,累了，休息一个月再说,other_uncertain,The feedback expresses general fatigue without specifying a clear topic.,uncertain,low,累了，休息一个月再说,
123_u1,123,宁愿做红穿加重伤也不做绿穿吗？,other_uncertain,The feedback discusses item or build choices without clear connection to allowed topics.,uncertain,low,宁愿做红穿加重伤也不做绿穿吗？,
123_u2,123,吸蓝刀回归耀光系后我已经无法理解做三相不做吸蓝刀了，更何况你这把还有升级无尽，你哪怕做狂妄／圆弧我也可以理解为你不爱做耀光系。,balance,Feedback discusses item balance and build choices in the game.,competence_frustration,high,我已经无法理解做三相不做吸蓝刀了,
123_u3,123,至于收集者就不评价了，有一件装备是它的原画镜像叫c44我觉得对于小火龙来说是第二把无尽,other_uncertain,The feedback discusses equipment and character interactions without clearly fitting any specific allowed label.,uncertain,low,至于收集者就不评价了，有一件装备是它的原画镜像叫c44我觉得对于小火龙来说是第二把无尽,
124_u1,124,如果玩莫名其妙的丢子英雄，开局直接带重伤，避免零作用。,other_uncertain,The feedback discusses gameplay strategy without clearly fitting into specific allowed labels.,competence_frustration,medium,避免零作用,
124_u2,124,通常是莫甘娜，我新手目前英雄正在熟悉，怕坑，所以会选一些弱一点，但熟悉的英雄，为了避免伤害没打多少，还抗不了伤害，就会多出功能装,new_player_onboarding,The feedback discusses a new player's strategy for selecting familiar heroes to avoid underperforming.,competence_frustration,medium,怕坑，所以会选一些弱一点，但熟悉的英雄,
125_u1,125,除特殊adc，第一件都是荒野剑，因为感觉数值最高，后面跟大穿无尽,balance,The feedback discusses item build choices and perceived numerical superiority of specific equipment.,uncertain,low,因为感觉数值最高,
125_u2,125,这里的特殊adc是云阿那，第一件飓风，后续补攻速,other_uncertain,The feedback discusses specific in-game item choices without clearly fitting any of the allowed surface topic labels.,uncertain,low,这里的特殊adc是云阿那，第一件飓风，后续补攻速,
125_u3,125,挺多人说c44是好装备，但我不知道在哪出，前期后期出感觉会没攻速,other_uncertain,Feedback mentions equipment acquisition and timing but doesn't clearly fit specific allowed labels.,competence_frustration,medium,但我不知道在哪出，前期后期出感觉会没攻速,
125_u4,125,除非升级，不然不出收集者,progression,"The feedback mentions upgrading as a condition for obtaining a collector, which relates to player advancement.",uncertain,low,除非升级，不然不出收集者,
126_u1,126,没有进场条件就创造进场条件啊,other_uncertain,The feedback suggests creating conditions for entry but lacks specific context to map to defined topics.,uncertain,low,没有进场条件就创造进场条件啊,
126_u2,126,你有尤里卡的情况下残疫的大招cd被严重稀释收益低的可怕,balance,"Feedback discusses reduced effectiveness of an ability due to item interaction, indicating game balance concerns.",competence_frustration,high,残疫的大招cd被严重稀释收益低的可怕,
126_u3,126,对面还有人马和塞拉斯两个吸血战士,other_uncertain,The feedback mentions specific champions but lacks clear context about game systems.,uncertain,low,对面还有人马和塞拉斯两个吸血战士,
126_u4,126,首先残疫一定要换鬼书,other_uncertain,The feedback discusses item changes but does not clearly match any specific allowed label.,uncertain,low,首先残疫一定要换鬼书,
126_u5,126,接着风暴肯定是要换的,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,接着风暴肯定是要换的,
126_u6,126,然后看你队友的玩法,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,然后看你队友的玩法,
126_u7,126,喜欢冲就风暴换推推棒能跟一下,other_uncertain,The feedback text is unclear and does not clearly match any specific allowed label.,uncertain,low,喜欢冲就风暴换推推棒能跟一下,
126_u8,126,想保杰斯和兔子就风暴换冰杖限制人马进场,other_uncertain,The feedback discusses specific gameplay tactics and item choices that don't clearly align with any of the allowed surface topic labels.,uncertain,low,想保杰斯和兔子就风暴换冰杖限制人马进场,
127_u1,127,你们有没有碰到过对面特别怂的，也不说话，就5个人站一塔后面，然后你拆完一塔他们就到二塔后面，一直到你拆门牙，他们才有点反抗，而且基本上也是一个一个送，问他们也没人回答。,matchmaking,Feedback describes uncooperative or passive opponents in a match.,trust_communication_gap,medium,问他们也没人回答,
127_u2,127,我大概碰到过两三次了，查对手战绩基本全是输的，而且几乎都是这种局,matchmaking,User describes encountering opponents with poor win records in matches.,fairness_threat,medium,查对手战绩基本全是输的，而且几乎都是这种局,
128_u1,128,不必多说，你的出装和打法肯定是有问题的。,other_uncertain,Feedback discusses gameplay strategy without clear connection to allowed topics.,competence_frustration,medium,你的出装和打法肯定是有问题的,
128_u2,128,但是兔子洛蔚都能开团，你在后面放r放q，让他们开团其实也随便赢。,other_uncertain,Feedback discusses gameplay tactics without clearly matching any specific allowed label.,competence_frustration,medium,你在后面放r放q，让他们开团其实也随便赢,
128_u3,128,五黑娱乐为主，打完了还在吵完全没必要吧。,community_conflict,"The feedback mentions unnecessary arguments after playing, indicating interpersonal conflict among players.",belonging_drop,medium,打完了还在吵完全没必要吧,
128_u4,128,我一般单排就玩下等娱乐英雄混，和朋友开黑就玩强力英雄尽量赢。,other_uncertain,The feedback describes personal playstyle preferences without clearly aligning with any specific allowed topic.,uncertain,low,我一般单排就玩下等娱乐英雄混，和朋友开黑就玩强力英雄尽量赢,
128_u5,128,他们如果和你的交流是游戏层面的那就正常聊，如果你感觉到了游戏以外内容的恶意，那就没必要一起玩了。,community_conflict,The feedback discusses handling malicious interactions outside of gameplay.,trust_communication_gap,high,如果你感觉到了游戏以外内容的恶意,
129_u1,129,首先是因为没带雪球先跟大家道个歉，如果带了雪球我就能过去和对面爆了。,other_uncertain,The feedback mentions gameplay mechanics but doesn't clearly align with specific allowed labels.,uncertain,low,没带雪球先跟大家道个歉,
129_u2,129,事情经过是八分钟的时候，提莫十一级随机到尤里卡，接着过了两分钟后我也选到了尤里卡，加上我第一个海克斯是超凡邪恶，在我的大招时间小于复活时间后，帖主决定在家一直丢r，压提莫状态，等提莫死了再考虑往前推（后面会讲我是为什么这么想的），但是队友没有去守反而是一直在人少和状态不好的时候试图去开对面，结果也是输了。,other_uncertain,Feedback describes a specific gameplay scenario without clear alignment to defined topics.,trust_communication_gap,medium,队友没有去守反而是一直在人少和状态不好的时候试图去开对面,
129_u3,129,11级随到尤里卡的时候有和朋友说有尤里卡也有超凡邪恶可以在家一直开大这个玩法（是五排的），但是输了后才指责我说这个玩法一把游戏全是错误，而且被说成有了尤里卡后就一直在挂机，但是那个时候大招cd还有九十多秒，并没有从那个时候就开始挂机。,community_conflict,Feedback describes interpersonal conflict and accusations between players after a game loss.,fairness_threat,medium,输了后才指责我说这个玩法一把游戏全是错误,
130_u1,130,至于为什么大招时间小于复活时间后再开始挂，不出来和对面换血叠超凡邪恶，其实也是因为忘记换雪球了,other_uncertain,The feedback discusses gameplay mechanics and player decisions without clearly matching any specific allowed label.,competence_frustration,medium,忘记换雪球了,
130_u2,130,然后想了一下，觉得出来死了只有五秒的被动清半波线，收益不如再等一波大消耗对面血量,balance,The feedback discusses the relative value of a game mechanic's outcome compared to an alternative strategy.,uncertain,low,收益不如再等一波大消耗对面血量,
130_u3,130,当时的法强已经1100了，cd是400，在挂着之前是正常的上去换血和清兵的,other_uncertain,The feedback describes specific game stats but lacks clear context for classification.,uncertain,low,当时的法强已经1100了，cd是400，在挂着之前是正常的上去换血和清兵的,
131_u1,131,我说的不是登场率，是这个英雄在池子里概率都特别低。,balance,"Feedback discusses low probability of a hero appearing in the pool, which relates to game balance.",fairness_threat,medium,这个英雄在池子里概率都特别低,
131_u2,131,我比较喜欢玩吸血鬼，但是连续50把没玩到，人麻了。,matchmaking,The user expresses frustration about not being able to play their preferred character over many consecutive matches.,fairness_threat,medium,连续50把没玩到,
131_u3,131,像别的英雄剑圣，龙龟，vn，龙女真的玩了一晚上4个小时都看到好几次了。,other_uncertain,Feedback mentions specific heroes but lacks clear context about game systems.,uncertain,low,玩了一晚上4个小时都看到好几次了,
131_u4,131,真不是幸存者偏差，也不是买的人少，这周还是周免。,other_uncertain,The feedback discusses weekly free content but doesn't clearly align with any specific allowed label.,uncertain,low,真不是幸存者偏差，也不是买的人少，这周还是周免。,
132_u1,132,问题是很多人各种花式送死完全没有什么快乐可言,other_uncertain,Feedback mentions player behavior affecting enjoyment but doesn't clearly align with specific allowed topics.,competence_frustration,medium,完全没有什么快乐可言,
132_u2,132,输赢确实没那么重要，但你得玩的爽,other_uncertain,The feedback discusses enjoyment but does not clearly align with specific allowed topics.,competence_frustration,medium,玩的爽,
132_u3,132,即没伤害秒人也肉不起来挨打，更没有控制折磨对手,balance,"The feedback describes issues with character effectiveness in dealing damage, survivability, and control abilities.",competence_frustration,high,没伤害秒人也肉不起来挨打,
132_u4,132,不知道那些人玩的什么意思,other_uncertain,The feedback is too vague to determine a specific surface topic from the allowed labels.,uncertain,low,不知道那些人玩的什么意思,
133_u1,133,从理论上来讲，天使就不应该能刷出亮剑，毕竟3级是近战英雄。,balance,The feedback discusses whether a specific hero should have access to a particular ability based on game mechanics.,fairness_threat,medium,从理论上来讲，天使就不应该能刷出亮剑,
133_u2,133,海斗第一个版本，亮剑天使被动的加攻击距离能吃到，完全没有负面效果。,balance,"Feedback discusses a character ability with no negative effects, which relates to game balance.",uncertain,low,完全没有负面效果,
133_u3,133,现在这样算是专属削弱吧，但其实天使的池子里就不该有亮剑。,balance,The feedback discusses character-specific nerfs and card pool composition.,fairness_threat,medium,专属削弱,
134_u1,134,海斗在队友已经选出了莎弥拉的情况下，还能硬选两个射手？,matchmaking,The feedback discusses team composition issues in player selection.,fairness_threat,medium,在队友已经选出了莎弥拉的情况下，还能硬选两个射手？,
134_u2,134,把队友逼的为了防止3射手放弃莎弥拉，结果一个玩AP卡莎，一个被虐到超鬼直接挂机，,other_uncertain,The feedback describes negative in-game player behavior and team composition issues that don't clearly match any specific allowed label.,trust_communication_gap,medium,把队友逼的为了防止3射手放弃莎弥拉，结果一个玩AP卡莎，一个被虐到超鬼直接挂机,
134_u3,134,马服玩家对射手就真的执着吗？,other_uncertain,The feedback is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,马服玩家对射手就真的执着吗？,
134_u4,134,人人都梦想着自己是UZI，结果都是一群猪比，,other_uncertain,The feedback contains unclear or ambiguous content that doesn't clearly match any specific allowed label.,competence_frustration,high,结果都是一群猪比,
134_u5,134,说到底马服玩家素质这么低，无团队概念，纯自我的废,community_conflict,The feedback criticizes player behavior and lack of teamwork in the community.,belonging_drop,medium,马服玩家素质这么低，无团队概念，纯自我的废,
135_u1,135,海斗玩了把天使，第二个彩遇到了亮剑。,other_uncertain,The feedback describes a gameplay encounter without clear connection to specified topics.,uncertain,low,海斗玩了把天使，第二个彩遇到了亮剑。,
135_u2,135,这个时候我看了眼天使被动技能“16级:将你的攻击距离提升至625。”,other_uncertain,Feedback mentions a specific ability detail without clear context for classification.,uncertain,low,这个时候我看了眼天使被动技能“16级:将你的攻击距离提升至625。”,
135_u3,135,于是我就想着科研一下，先用亮剑减攻击距离，然后16级提升到625。,other_uncertain,The feedback discusses specific gameplay mechanics without clear alignment to allowed topics.,uncertain,low,于是我就想着科研一下，先用亮剑减攻击距离，然后16级提升到625。,
135_u4,135,结果诗山代码根本不支持我这个选择，到了16级估计距离一点没变，,other_uncertain,The feedback mentions level progression and distance but lacks clear context for specific allowed labels.,competence_frustration,high,结果诗山代码根本不支持我这个选择，到了16级估计距离一点没变,
135_u5,135,最恶心的是我一看破败怎么又变成了远程收益，从9%当前生命值减到了6%。,balance,Feedback discusses a specific numerical change to an item's stats.,fairness_threat,medium,最恶心的是我一看破败怎么又变成了远程收益，从9%当前生命值减到了6%,
135_u6,135,好好好，亮剑变成近战你16级又给我变回去了。,other_uncertain,"The feedback mentions a change in weapon behavior at level 16, but it's unclear which specific allowed topic this relates to.",competence_frustration,medium,亮剑变成近战你16级又给我变回去了,
135_u7,135,那我问你我失去的攻击距离谁给我补啊,balance,"The user is questioning compensation for lost attack distance, which relates to game balance.",uncertain,low,那我问你我失去的攻击距离谁给我补啊,
136_u1,136,我玩凯隐选了个小丑学院把雪球换了一开始还正常,other_uncertain,The feedback mentions gameplay elements but does not clearly align with any specific allowed label.,uncertain,low,我玩凯隐选了个小丑学院把雪球换了一开始还正常,
136_u2,136,变身红凯两个召唤师技能全变成小丑学院但是只有一个能用,other_uncertain,The feedback describes a specific gameplay bug or inconsistency not clearly matching any allowed label.,competence_frustration,high,变身红凯两个召唤师技能全变成小丑学院但是只有一个能用,
136_u3,136,直到游戏结束都少了个闪现,other_uncertain,The feedback mentions a missing ability but doesn't clearly fit any specific allowed label.,competence_frustration,medium,直到游戏结束都少了个闪现,
136_u4,136,同一局队友潘森雪球不能用按了没反应,other_uncertain,The feedback describes a specific gameplay bug with a champion ability.,competence_frustration,medium,雪球不能用按了没反应,
137_u1,137,要我说经济海克斯就应该全删了，纯纯的恶心人的,balance,"The feedback criticizes specific game mechanics as frustrating, which relates to game balance.",fairness_threat,medium,纯纯的恶心人的,
